Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
старого стиля) произвели мы пробу ―, как ,"долго мы можем продержаться на воде, ",1965,нехудожественная,мемуары,"На праздник Казанской ( 8 июля старого стиля) произвели мы пробу ― как долго мы можем продержаться на воде, произвели соответствующие расчеты, а на другой день поплыли с правого берега на левый. [H. A. Сардановский. На заре туманной юности (1965)] [омонимия не снята]",NOUN,ADVB
"Сие есть,", как ,бы хорошо и без страху умереть.  ,1788,нехудожественная,статья,"Сие есть, как бы хорошо и без страху умереть.   [M.M. Щербатов. Размышления о смертном часе (1788)] [омонимия не снята]",INTJ,PRCL
"Гете толкуют,", как ,будто он был непонятен; а Байроном ,1829,нехудожественная,мемуары,"Гете толкуют, как будто он был непонятен; а Байроном восхищаются, не понимая его в самом деле. [А. А. Бестужев. Знакомство мое с А. С. Грибоедовым (1829)] [омонимия не снята]",VERB,CONJ
мы с мамой на кладбище:, как ,раз светило солнышко и было замечательно ,1906,бытовая,"дневник, записные книжки","Были мы с мамой на кладбище: как раз светило солнышко и было замечательно хорошо, просто уходить не хотелось.   [А. А. Аллендорф. Дневник (1906)] [омонимия не снята]",NOUN,NOUN
излишнеи тягости не было: а, как ,,1724,нехудожественная,указ,"А когда требовать будут подвод под денежную казну, которая отправляться будет от полков в указныя места и под колодников, которых по указом из Сената, и из коллегеи, и из Преображенского приказу в государственных делах, или винных на каторги послать надлежит, тогда брать уездные подводы до первых ямов, збирая с тамошних жителей по очереди, дабы одним перед другими излишнеи тягости не было: а как [[Петр I]. Плакат о зборе подушном и протчем (1724)] [омонимия не снята]",CONJ,
"Я говорю,", как ,дела?   ,2008,художественная,рассказ,"Я говорю, как дела?    [А. А. Андронова. Золотая рыбка (2008)] [омонимия не снята]",VERB,NOUN
"истребит Цейланскую жемчужную ловлю, так,", как ,"она истребилась на берегах Персии, южной ",1802,нехудожественная,статья,"Можно предвидеть, что это небрежение рано или поздно совсем истребит Цейланскую жемчужную ловлю, так, как она истребилась на берегах Персии, южной Америки и Швеции.   [[Н. М. Карамзин]. Ловля жемчужных раковин на острове Цейлане // «Вестник Европы», 1802] [омонимия не снята]",CONJ,NPRO
прибыло въ Петербургъ турецкое посольство!, Какъ ,бы пріятно было теперь имѣть тотъ ,1841,нехудожественная,мемуары,"прибыло въ Петербургъ турецкое посольство! Какъ бы пріятно было теперь имѣть тотъ церемоніалъ, который былъ составленъ для принятія посла!  [А. А. Башилов. [Дворцовыя забавы] (1841)] [омонимия не снята]",NOUN,PRCL
"Вам,", как ,"крестьянскому писателю, он будет ближе, и ",1926,нехудожественная,мемуары,"Вам, как крестьянскому писателю, он будет ближе, и Вы лучше, чем кто-либо, поймете его.   [M. П. Мурашев. Сергей Есенин (1926)] [омонимия не снята]",NPRO,ADJF
"добрый порядок и совершенство, где", как ,"возможно, с усмотрением.  ",1721,нехудожественная,устав,"5) Купечество и мануфактуры размножат ( сии мануфактуры разумеются не те, которые большие яко всякие, например: суконные, парчевые, также железные медные заводы и прочие сим подобные, но на ряду необходимо нужные, яко портные, сапожники, плотники, кузнецы, серебреники и им подобные), и в лучшее состояние производить, також и прочее, что к магистратской пользе принадлежит, приводить в добрый порядок и совершенство, где как возможно, с усмотрением.   [[Петр I]. Регламент или устав главного магистрата (1721)] [омонимия не снята]",ADVB,CONJ
"Ферментативную реакцию проводили,", как ,описано выше.,2003,нехудожественная,статья,"Ферментативную реакцию проводили, как описано выше. [H. Е. Костина, Л. E. Панин. Взаимодействие аполипопротеина AI человека и оболочечных белков ВИЧ-1 с нативным и рекомбинантным рецептором CD4 // «Вопросы вирусологии», 2003.01.06] [омонимия не снята]",VERB,PRTS
"После того,", как ,"рассмотрены изменения земного климата, растительного и ",1925,нехудожественная,статья,"После того, как рассмотрены изменения земного климата, растительного и животного мира на протяжении многих миллионов лет истории земли, остается также коснуться изменений лика земного, т. е. изменений в очертаниях материков и океанов.   [А. X-н. История земли. Очерк пятый // «Наука и техника», 1925] [омонимия не снята]",ADJF,PRTS
"б было покупать всякие товары,", как ,и у него царского величества в ,1715,нехудожественная,инструкция,"Домогаться ему, чтоб позволен был российским купцам во всей Персиде свободной торг и повелено б было покупать всякие товары, как и у него царского величества в землях.   [[Петр I]. Инструкция Петра I Волынскому для выполнения дипломатической миссии в Персии (1715)] [омонимия не снята]",NOUN,CONJ
"не есть течение в искусстве,", как ,думают многие.,1923,нехудожественная,обращение,"Конструктивизм не есть течение в искусстве, как думают многие. [O. Д. Чичагова. Конструктивизм (1923)] [омонимия не снята]",NOUN,VERB
"Пусть Бонапарте,", как ,"друг народного благоденствия, объявит им свое ",1802,нехудожественная,комментарий,"Пусть Бонапарте, как друг народного благоденствия, объявит им свое мнение о лучшем образе правления для Гельвеции, не требуя Депутатов перед Консульской трон свой!  [[Н. М. Карамзин]. Политика // «Вестник Европы», 1802] [омонимия не снята]",NOUN,NOUN
"Милый Николай Николаевич,", как ,"мне досадно, что я не могу ",1923-1924,бытовая,письмо личное,"Милый Николай Николаевич, как мне досадно, что я не могу побывать этим летом в Киеве. [А. А. Ахматова. Письма Н. Н. Пунину (1923-1924)] [омонимия не снята]",NOUN,NPRO
"Припомнилъ я теперь,", какъ ,"пишу, какое было забавное происшествіе, въ ",1841,нехудожественная,мемуары,"Припомнилъ я теперь, какъ пишу, какое было забавное происшествіе, въ которомъ я игралъ важную роль. [А. А. Башилов. [Дворцовыя забавы] (1841)] [омонимия не снята]",ADVB,VERB
"конечной точки научной карьеры, вроде", как ,отметить командировку « прибыл- убыл».  ,1975,художественная,рассказ,"А сейчас, наверно, двигался по инерции или для фиксирования конечной точки научной карьеры, вроде как отметить командировку « прибыл- убыл».   [O. М. Куваев. Кто-то должен курлыкать (1975)] [омонимия не снята]",PRCL,INFN
"башню, из которой предрассудки выглядывают,", как ,совы.  ,1833,художественная,повесть,"Даже, ― продолжал мой насмешник, лукаво взглядывая на ряды пожилых дам, ― если позволено вздуть сравнение до гиперболы, мы можем найти здесь не одну живописную развалину, не один обломок Китайской стены, не одну готическую башню, из которой предрассудки выглядывают, как совы.   [А. А. Бестужев-Марлинский. Фрегат «Надежда» (1833)] [омонимия не снята]",VERB,NOUN
"дела), и, сделав выписку так,", как ,"в ево должности написано, к решению ",1722,нехудожественная,указ,"4. И по оным те дела брать ему и, росписав все пунктами, дабы что в одном пункте есть, уже бы в другом не упоминалось, ( понеже во всяком деле челобитчиковом бывают разные дела), и, сделав выписку так, как в ево должности написано, к решению предлагать.   [[Петр I]. Указ о должности Сената (1722)] [омонимия не снята]",CONJ,PREP
Ведь это ужасно., Как ,"бы я была счастлива, если бы ",1901,бытовая,"дневник, записные книжки","Ведь это ужасно. Как бы я была счастлива, если бы этого не было, но, видно, не суждено.   [А. А. Аллендорф. Дневник (1901)] [омонимия не снята]",ADVB,PRCL
"Сие воистину достойно удивления,", как ,"зная всю необходимость сего часа, единственное ",1788,нехудожественная,статья,"Сие воистину достойно удивления, как, зная всю необходимость сего часа, единственное только помышляют, чтобы память о знаемости сей у себя загладить, яко бы, отвращая мысли свои, и спешащий сей час могли отвратить. [M.M. Щербатов. Размышления о смертном часе (1788)] [омонимия не снята]",NOUN,GRND
"времяпровождения и опять сделается таким,", как ,он был раньше.,1911,бытовая,"дневник, записные книжки","Может быть, он, в конце концов, увидит всю пошлость такого времяпровождения и опять сделается таким, как он был раньше. [А. А. Аллендорф. Дневник (1911)] [омонимия не снята]",ADJF,NPRO
"Лены тоже было приятнее, так", как ,Лена была в хорошем расположении духа.,1918,бытовая,"дневник, записные книжки","Урок у Федосовых прошёл лучше вчерашнего, и у Лены тоже было приятнее, так как Лена была в хорошем расположении духа. [А. А. Аллендорф. Дневник (1918)] [омонимия не снята]",CONJ,NOUN
"долота дробяще- скалывающего действия, так", как ,"породоразрушающий инструмент режуще- истирающего действия, применяемый ",2004,нехудожественная,статья,"Для предотвращения наработки твердой фазы необходима четырехступенчатая система очистки бурового раствора от выбуренной породы, а в интервалах, сложенных глинистыми породами, следует использовать долота дробяще- скалывающего действия, так как породоразрушающий инструмент режуще- истирающего действия, применяемый при турбинном бурении, дезинтегрирует шлам до размеров мелкодисперсных частиц уже на стадии первоначального контакта долота с породой.   [A. M. Миленький, М. В. Нефедова. Применение хлоркалиевого раствора при бурении скважин // «Газовая промышленность», 2004.12.15] [омонимия не снята]",CONJ,PRTF
И, как ,"должен унизиться народ там, где закон ",1802,нехудожественная,статья,"И как должен унизиться народ там, где закон в рассуждении сего не представляет ему никакой защиты?    [[Н. М. Карамзин]. Истинный смысл народного согласия на вечное Консульство Наполеона Бонапарте. Сочинение Камиля Жордана // «Вестник Европы», 1802] [омонимия не снята]",CONJ,ADJS
"продолжалась нѣсколько минутъ, до того,", какъ ,овца отъ потери крови лишилась чувства.,1791,нехудожественная,анекдот,"Операція продолжалась нѣсколько минутъ, до того, какъ овца отъ потери крови лишилась чувства. [[Н. М. Карамзин]. Смѣсь // Московской Журналъ, 1791] [омонимия не снята]",ADJF,NOUN
"08 s; другими словами, она,", как ,и недавно перед тем открытая Делаваном ,1913.12.30,нехудожественная,заметка,"A ― 3 h 56, 6 m; D ― 9° 08 s; другими словами, она, как и недавно перед тем открытая Делаваном комета, находилась в созвездии Эридана. [А. А. Аленич. Новая планета (1913.12.30) // газета «Приднепровский край» (Екатеринослав), 1913] [омонимия не снята]",NPRO,CONJ
"в парке, ты со мной,", как ,"всегда, милый и дерзкий.",1927,бытовая,письмо личное,"Я здорова, вчера ( 1- го мая) ездила в Царское, была в парке, ты со мной, как всегда, милый и дерзкий. [А. А. Ахматова. Письма Н. Н. Пунину (1927)] [омонимия не снята]",NPRO,ADVB
"В самой тот день,", как ,"Австрийцы вышли из Пескиерской крепости, он, ",1802,нехудожественная,письмо,"В самой тот день, как Австрийцы вышли из Пескиерской крепости, он, в честь Катулу, дал праздник, на котором Поэзия, музыка и любезная веселость торжествовали, и на который приглашены были все Французские и Польские Офицеры вместе с Сермионскими жителями. [[Н. М. Карамзин]. Катулов сельской дом на полуострове Сермионе // «Вестник Европы», 1802] [омонимия не снята]",NOUN,NOUN
В чем же и, как ,изменился Пушкин?   ,1947,нехудожественная,статья,В чем же и как изменился Пушкин?    [А. А. Ахматова. «Каменный гость» Пушкина (1947)] [омонимия не снята],CONJ,VERB
"и отвечал не самому себе,", как ,сейчас делают почти все.,1957-1964,нехудожественная,мемуары,"Мандельштам был одним из самых блестящих собеседников: он слушал не самого себя и отвечал не самому себе, как сейчас делают почти все. [А. А. Ахматова. Листки из дневника: воспоминания об О. Э. Мандельштаме (1957-1964)] [омонимия не снята]",NPRO,ADVB
и алепскому торгам где и, как ,,1715,нехудожественная,инструкция,"принуждены те товары возить чрез толь далекой путь до Турской области на верблюдах и буде невозможен то словами и домогательством зделать, то нельзя ль дачею шаховым ближним людем и сколь оная велика может быть писать, тако ж буде и сим нельзя будет учинить ( не только ныне, но и впредь) и мочно ль препятие какова учинить смирнскому и алепскому торгам где и как.   [[Петр I]. Инструкция Петра I Волынскому для выполнения дипломатической миссии в Персии (1715)] [омонимия не снята]",CONJ,
"они для младшего подростка, равно", как ,"прекрасная писательница, лауреат премии Книгуру Нина ",2016,нехудожественная,"интервью, статья","Но они для младшего подростка, равно как прекрасная писательница, лауреат премии Книгуру Нина Дашевская, или поэт Марина Бородицкая. [А. А. Архангельский, А. А. Данилова. В чем проблемы преподавания литературы в школе?-Александр Архангельский // 2016] [омонимия не снята]",CONJ,ADJF
Уважая Грибоедова, как ,"автора, я еще не уважал его ",1829,нехудожественная,мемуары,"Уважая Грибоедова как автора, я еще не уважал его как человека. [А. А. Бестужев. Знакомство мое с А. С. Грибоедовым (1829)] [омонимия не снята]",NOUN,NOUN
"я не могу иначе, видеть,", как ,"моя дорогая Лена мучается, и не ",1902,бытовая,"дневник, записные книжки","Но я не могу иначе, видеть, как моя дорогая Лена мучается, и не возбудить в ней надежды, оставить её в таком положении, это выше моих сил. [А. А. Аллендорф. Дневник (1902)] [омонимия не снята]",INFN,ADJF
"Ах,", как ,мне хочется в Чеченино! ,1902,бытовая,"дневник, записные книжки","Ах, как мне хочется в Чеченино!  [А. А. Аллендорф. Дневник (1902)] [омонимия не снята]",INTJ,NPRO
"Ее Императорское Величество указала: Жидов,", как ,"мужеска, так и женска пола, которые ",1727,нехудожественная,указ,"Сего Апреля 20, Ее Императорское Величество указала: Жидов, как мужеска, так и женска пола, которые обретаются на Украине и в других Российских городах, тех всех выслать вон из России за рубеж немедленно, и впредь их ни под какими образы в Россию не впускать и того предостерегать во всех местах накрепко; а при отпуске их смотреть накрепко ж, чтобы они из России за рубеж [[Екатерина I]. Указ Именной, состоявшийся в Верховном Тайном Совете 26 апреля 1727 года. О высылке Жидов из России и наблюдении, дабы они не вывозили с собою золотых и серебряных Российских денег. (1727)] [омонимия не снята]",NOUN,NOUN
"траурная музыка… Даже не знаю,", как ,назвать это состояние ― какой-то всеобщий транс.,2015.10.27,нехудожественная,интервью,"Нас всех собрали в актовом зале, звучала траурная музыка… Даже не знаю, как назвать это состояние ― какой-то всеобщий транс. [C. М. Толстая, Л. Ермолинская. Этнолингвист Светлана Толстая: Нас обвиняли в том, что мы проповедуем религию (2015.10.27) // Православие и мир (pravmir.ru), 2015] [омонимия не снята]",VERB,INFN
"школу вместе со мной, так", как ,у меня есть диплом.,1906,бытовая,"дневник, записные книжки","Соня предлагала ей открыть школу вместе со мной, так как у меня есть диплом. [А. А. Аллендорф. Дневник (1906)] [омонимия не снята]",CONJ,PREP
"вред учинил, оный равно так", как ,чародей сам наказан будет.  ,1715,нехудожественная,устав,"Кто чародея подкупит, или к тому склонит, чтоб он кому другому вред учинил, оный равно так как чародей сам наказан будет.   [[Петр I]. Артикул воинский (1715)] [омонимия не снята]",CONJ,NOUN
"Забвение пожирает память,", как ,смерть ― существованье; но смерть есть только ,1835-1836,художественная,очерк,"Забвение пожирает память, как смерть ― существованье; но смерть есть только переход из одного бытия в другое, возрождение феникса из пепла, а забвение ― безымянная могила, свинцовый гроб, ничего не отдающий стихиям, бездонная и вечно ненасытная пасть ничтожества. [А. А. Бестужев-Марлинский. Он был убит (1835-1836)] [омонимия не снята]",NOUN,NOUN
узнал о Нюсеньке и дочурках ―, как ,будто дома побывал! ,1942,нехудожественная,"дневник, записные книжки",Многое узнал о Нюсеньке и дочурках ― как-будто дома побывал!  [А. А. Авдеев. Дневник (1942)] [омонимия не снята],NOUN,CONJ
"что ему нравится, не расспрашивая,", как ,и почему? ,1829,нехудожественная,мемуары,"Я готов пройти тридцать миль пешком, ― промолвил он, улыбаясь, по-английски цитируя Стерна, ― чтоб поглядеть на человека, который во всем наслаждается тем, что ему нравится, не расспрашивая, как и почему?  [А. А. Бестужев. Знакомство мое с А. С. Грибоедовым (1829)] [омонимия не снята]",GRND,CONJ
"потому что ночью уехал сразу,", как ,выпил за рощапкинскую удачу флотские сто ,1975,художественная,рассказ,"Сейчас он был, наверное, уже в Ленинграде, потому что ночью уехал сразу, как выпил за рощапкинскую удачу флотские сто пятьдесят.   [O. М. Куваев. Эй, Бако! (1975)] [омонимия не снята]",ADVB,VERB
"возненавидеть танцы из-за танцоров, которые,", как ,"деревянная кукушка в часах моей бабушки, ",1833,художественная,повесть,"Я готова возненавидеть танцы из-за танцоров, которые, как деревянная кукушка в часах моей бабушки, вечно поют одно и то же и наводят тоску своим кукованьем. [А. А. Бестужев-Марлинский. Фрегат «Надежда» (1833)] [омонимия не снята]",ADJF,ADJF
"А. М. Чернышева, поразившее меня,", как ,гром.,1965,нехудожественная,мемуары,"Вдруг получаю письмо от редактора « Млечного Пути» А. М. Чернышева, поразившее меня, как гром. [H. H. Ливкин. В «Млечном пути» (1965)] [омонимия не снята]",NPRO,NOUN
"Театра много новыхъ піесъ, зная,", какъ ,"оныя, по своей сложности, трудны и ",1791,нехудожественная,рецензия,"Публика никогда не могла требовать отъ сего Театра много новыхъ піесъ, зная, какъ оныя, по своей сложности, трудны и дороги. [[Н. М. Карамзин]. Парижскіе спектакли // Московской Журналъ, 1791] [омонимия не снята]",GRND,NOUN
"Хаметов ― татарин, точно,", как ,"герой кинофильма « Тринадцать», решителен и тверд, ",1941,нехудожественная,"дневник, записные книжки","Хаметов ― татарин, точно, как герой кинофильма « Тринадцать», решителен и тверд, настоящий большевик, хотя тоже непартийный; Денисов ― здоровый, коренастый русский человек, широкая натура, большая сила воли.   [А. А. Авдеев. Дневник (1941)] [омонимия не снята]",ADVB,NOUN
"Ах,", как ,я люблю этот момент! ,1909,бытовая,"дневник, записные книжки","Ах, как я люблю этот момент!  [А. А. Аллендорф. Дневник (1909)] [омонимия не снята]",INTJ,NPRO
Муфтиевым мы долго не увидимся ―, как ,это всё неприятно! ,1910,бытовая,"дневник, записные книжки","Когда мы пришли домой, у меня было очень грустное настроение: вот, собственно, кончились праздники, с Муфтиевым мы долго не увидимся ― как это всё неприятно!  [А. А. Аллендорф. Дневник (1910)] [омонимия не снята]",VERB,PRCL
этих поездках его неоднократно сопровождал, как ,"Коротнев, так и я.",1904-1915,нехудожественная,мемуары,"В этих поездках его неоднократно сопровождал как Коротнев, так и я. [M. M. Ковалевский. Об А. П. Чехове (1904-1915)] [омонимия не снята]",VERB,NOUN
Вместо снисходительных оценок его творчества, как ,"дилетантского», неполноценного, в советскую эпоху возникает ",1939.01.16,нехудожественная,статья,"Вместо снисходительных оценок его творчества как «дилетантского», неполноценного, в советскую эпоху возникает требование раскрыть героическое, мужественное содержание реализма Даргомыжского, его демократические принципы, его новые острые находки в области музыкального языка, значение его дела для всего будущего развития русской музыки и в особенности плодотворность его наследия для творчества двух крайних антиподов русской музыки ― для Мусоргского и Чайковского.   [А. А. Альшванг. Проблемы жанрового реализма. К 70-летию со дня смерти А. С. Даргомыжского (1939.01.16) // «Советское искусство». № 8 (588), 1939] [омонимия не снята]",NOUN,ADJF
"Тутъ я снова замѣтилъ,", какъ ,"они обмѣнялись осторожнымъ, но пугливымъ взглядомъ.",1850,художественная,роман,"Тутъ я снова замѣтилъ, какъ они обмѣнялись осторожнымъ, но пугливымъ взглядомъ. [[Роукрофт Ч.]. Разсказы о колоніяхъ Вандименовой земли // «Современникъ», 1850] [омонимия не снята]",NOUN,NPRO
"точное описаніе день за днем,", как ,происходило».,1940-1954,нехудожественная,монография,"Милюков засвидѣтельствовал, что им были проредактированы и исправлены « неточности», имѣющіяся в готовившейся Временным Комитетом Г. Д. к изданію книгѣ, гдѣ было дано « точное описаніе день за днем, как происходило». [C. П. Мельгунов. Мартовскіе Дни 1917 года (1940-1954)] [омонимия не снята]",ADVB,VERB
"схемы нас не интересуют, так", как ,они одинаковы для всех супергетеродинных приемников.  ,1928,нехудожественная,статья,"Дальнейшие детали схемы нас не интересуют, так как они одинаковы для всех супергетеродинных приемников.   [H. Изюмов. Электронная лампа // «Радио Всем», 1928] [омонимия не снята]",CONJ,NPRO
и пропаганде ― в интервью « Правмиру?, Как ,сегодня люди читают? ,2016,нехудожественная,"интервью, статья","и пропаганде ― в интервью « Правмиру? Как сегодня люди читают?  [А. А. Архангельский, А. А. Данилова. В чем проблемы преподавания литературы в школе?-Александр Архангельский // 2016] [омонимия не снята]",NOUN,ADVB
"все так же любят повести,", как ,"и в старину, то есть во ",1802,нехудожественная,заметка,"Они все так же любят повести, как и в старину, то есть во время Султана Скшеразада и Тысячи одной ночи. [[Н. М. Карамзин]. Нынешние Арабские сказочники, Поэты и мудрецы // «Вестник Европы», 1802] [омонимия не снята]",NOUN,CONJ
"В этот день,", как ,"в память о счастливом событии, из ",1957-1965,нехудожественная,мемуары,"В этот день, как в память о счастливом событии, из Сретенского монастыря в Москве шел крестный ход. [А. А. Ахматова. Автобиографическая проза (1957-1965)] [омонимия не снята]",NOUN,PREP
"но свободное употребление оного позволили,", как ,то их персиянского закону люди в ,1715,нехудожественная,инструкция,"И буде мочно снесшися о сем с ним, грузинским царевичем и усмотря удобное время и состояние тамошних дел представить шахову величеству имянем царского величества, чтоб подданным его шахова величества веры христианской благостивой греческого исповедания никакого утеснения и принуждения в своей вере не чинили, но свободное употребление оного позволили, как то их персиянского закону люди в государстве его царского величества всегда имеют, тако ж [[Петр I]. Инструкция Петра I Волынскому для выполнения дипломатической миссии в Персии (1715)] [омонимия не снята]",VERB,CONJ
"него к вам письмо, и,", как ,вы уволены по Высочайшему приказу за ,1813,бытовая,письмо личное,"Прилагаю от него к вам письмо, и, как вы уволены по Высочайшему приказу за ранами в Россию, то желая, чтобы не имели дорогою остановки, препровождаю при сем Билет, по которому в нуждах дорогою оказываемо вам будет пособие. [А. А. Аракчеев. Письмо В. С. Норову (1813)] [омонимия не снята]",CONJ,NPRO
