Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
Мы́ во́т как, бу́дто ,бы чужи́е / а я́ то́чно бли́зкого ,1957,кино,"кинодрама, киномелодрама","Мы́ во́т как бу́дто бы чужи́е / а я́ то́чно бли́зкого челове́ка провожа́ю.   [Александр Зархи, Евгений Воробьев, Михаил Папава. Высота, к/ф (1957)] [омонимия не снята]",CONJ,PRCL
Чу́ть-чу́ть порха́ет / и как, бу́дто ,бы укра́дкой / слу́х людско́й едва́ ласка́ет.  ,1969,кино,"кино приключенческое, кинодетектив","Чу́ть-чу́ть порха́ет / и как бу́дто бы укра́дкой / слу́х людско́й едва́ ласка́ет.   [Георгий Северский, Евгений Ташков, Игорь Болгарин. Адъютант его превосходительства, к/ф (1969)] [омонимия не снята]",CONJ,PRCL
видела / который производил впечатление / как, будто ,отсеченная голова / которая приставлена к этому ,1973,устная публичная речь,беседа,"Памятник / который я однажды видела / который производил впечатление / как будто отсеченная голова / которая приставлена к этому памятнику. [А.В. Азарх-Грановская, В.Д.Дувакин. Беседа с А.В. Азарх-Грановской: Беседа седьмая (1973) // «Собрание фонодокументов имени В.Д. Дувакина» Отдела устной истории Научной библиотеки МГУ им. М.В. Ломоносова, 2001] [омонимия не снята]",CONJ,PRTF
не нра́вилось/ а ту́т как, бу́дто ,така́я литерату́ра така́я бо́лее пролета́рская у ,1968,кино,кино приключенческое,"Не́т/ я́ не обложи́л/ я́ о́чень отнёсся к нему́/ та́к сказа́ть/ хорошо́.  [нрзб]  великоле́пно/ чего́ же/ я́ всё-таки когда́-то слу́шал И́горя Северя́нина та́м в Пари́же – мне́ не нра́вилось/ а ту́т как бу́дто така́я литерату́ра така́я бо́лее пролета́рская у него́/ та́к сказа́ть/ мне́ да́же понра́вилось немно́жко.   [Артур Макаров, Эдмонд Кеосаян. Новые приключения неуловимых, к/ф (1968)] [омонимия не снята]",CONJ,GRND
которую / тогда ведь даже / как, будто ,даже не на место.,1967,устная публичная речь,лекция,Вот я вам приведу еще одну цитату / в этом отношении очень характерную / которую / тогда ведь даже / как будто даже не на место. [В.В. Виноградов. Выступление В.В.Виноградова в Институте русского языка РАН «Разработка вопросов поэтики и стилистики в 20-е - 30-е годы» (1967) // Отдел фонетики ИРЯ РАН] [омонимия не снята],CONJ,PRCL
Как, бу́дто ,бы о́н написа́л сцена́рий/ и во́т ,2012,устная непубличная речь,беседа,"Как бу́дто бы о́н написа́л сцена́рий/ и во́т приходи́ла кака́я-то ба́рышня/ и на́с/ мно́го мы́ чего́-то говори́ли…   [Д.Б.Споров, Д.В.Сарабьянов, Е.Б.Мурина. Беседа Д.Б. Спорова с Е.Б. Муриной и Д.В. Сарабьяновым (2012) // http://oralhistory.ru/] [омонимия не снята]",CONJ,PRCL
в одну́ то́чку и молчи́т /, бу́дто ,мы́ ему́ чужи́е.,1988,кино,"кинодрама, кинопритча, кинофантастика, экранизация","Э́тот уста́вится в одну́ то́чку и молчи́т / бу́дто мы́ ему́ чужи́е. [Александр Сокуров, Аркадий Стругацкий, Борис Стругацкий, Юрий Арабов. Дни затмения, к/ф (1988)] [омонимия не снята]",NOUN,UNKN
Как, бу́дто ,вы́…   ,1976,кино,"кино биографическое, кино историческое","Как бу́дто вы́…    [Александр Митта, Валерий Фрид, Юлий Дунский. Сказ про то, как царь Петр арапа женил, к/ф (1976)] [омонимия не снята]",CONJ,UNKN
Как, бу́дто ,я́ ко́шка.  ,1962,кино,кинодрама,"Как бу́дто я́ ко́шка.   [Даниил Храбровицкий, Михаил Ромм. Девять дней одного года, к/ф (1962)] [омонимия не снята]",CONJ,UNKN
О́ / как, бу́дто ,бы у меня́ ча́йник стащи́ли.  ,1936,кино,"кино биографическое, кино революционное","О́ / как бу́дто бы у меня́ ча́йник стащи́ли.   [Александр Зархи, Иосиф Хейфиц, Леонид Любашевский, Леонид Рахманов. Депутат Балтики, к/ф (1936)] [омонимия не снята]",CONJ,PRCL
бли́же дру́г к дру́жке / ро́вно, бу́дто ,по у́зкой идём.,1969,кино,"кино детское, киносказка","Во́т однова́ идём мы́ с ни́м по лесно́й тропи́нке / тропи́нка широ́окая / а мы́ всё бли́же и бли́же дру́г к дру́жке / ро́вно бу́дто по у́зкой идём. [Александр Роу. Варвара-краса, длинная коса, к/ф (1969)] [омонимия не снята]",ADJS,PREP
посту́пки име́ли бы тако́й ви́д /, бу́дто ,я́ прода́лся ва́м.  ,1978,кино,"кино приключенческое, киномюзикл, экранизация","Я́ не могу́ допусти́ть / что́б мои́ посту́пки име́ли бы тако́й ви́д / бу́дто я́ прода́лся ва́м.   [Александр Дюма, Георгий Юнгвальд-Хилькевич, Марк Розовский. Д»Артаньян и три мушкетера, к/ф (1978)] [омонимия не снята]",NOUN,UNKN
То́й о́сенью к Я́ну ка́к, бу́дто ,мо́лодость верну́лась.,2000,кино,"кино биографическое, киномелодрама","То́й о́сенью к Я́ну ка́к бу́дто мо́лодость верну́лась. [Авдотья Смирнова, Алексей Учитель. Дневник его жены, к/ф (2000)] [омонимия не снята]",NOUN,NOUN
где́ роди́лся / когда́ роди́лся / как, бу́дто ,э́то значе́ние како́е-то име́ет.  ,1979,кино,киноповесть,"Да меня́ в э́том чёртовом вытрезви́теле промуры́жили / где́ роди́лся / когда́ роди́лся / как бу́дто э́то значе́ние како́е-то име́ет.   [Александр Володин, Георгий Данелия. Осенний марафон, к/ф (1979)] [омонимия не снята]",CONJ,ADJS
У ва́с как, бу́дто ,ма́ленькая лихора́дка.  ,2003,кино,"кинодрама, экранизация","У ва́с как бу́дто ма́ленькая лихора́дка.   [Владимир Бортко, Федор Достоевский. Идиот, к/ф (2003)] [омонимия не снята]",CONJ,ADJF
Внуша́ть таки́м / как я́ /, бу́дто ,среди таки́х / как вы́ / существу́ют прили́чные ,1974,устная непубличная речь,беседа,"Внуша́ть таки́м / как я́ / бу́дто среди таки́х / как вы́ / существу́ют прили́чные лю́ди.   [В.Д.Дувакин, В.Е.Ардов. Беседа В.Д. Дувакина с В.Е. Ардовым (Вторая беседа - 6 августа 1974 года) (1974) // http://oralhistory.ru/] [омонимия не снята]",UNKN,PREP
Да не́т/ ну́/ как, бу́дто ,на истори́ческом факульте́те не́ту исто́рии культу́ры? ,1979,"монолог научный, устная публичная речь",доклад,"Да не́т/ ну́/ как бу́дто на истори́ческом факульте́те не́ту исто́рии культу́ры?  [Т.В. Булыгина-Шмелева. Доклад на чтениях, посвящённых памяти А.А.Реформатского (1979) // Фонотека ИРЯ им. В.В. Виноградова РАН] [омонимия не снята]",CONJ,PREP
как, бу́дто ,вро́де стесня́лись или каки́е-то бы́ли причи́ны.,1970,устная публичная речь,беседа,"как бу́дто вро́де стесня́лись или каки́е-то бы́ли причи́ны. [А.А. Реформатский, И.С. Ильинская, С.С. Высотский. Беседа о произношении (1970) // Фонотека ИРЯ им. В.В. Виноградова РАН / опубл.: Незабытые голоса России:  Звучат голоса отечественных филологов. Вып. 1. М.: ЯСК, 2009] [омонимия не снята]",CONJ,NOUN
ду́май / мы́ и та́к как, бу́дто ,вме́сте / изобража́ем / что ты́ мо́й мужчи́на / ,2006,кино,"кинокомедия, кинофарс","Мно́го не ду́май / мы́ и та́к как бу́дто вме́сте / изобража́ем / что ты́ мо́й мужчи́на / я́ / твоя́ же́нщина. [Владимир Пресняков, Кирилл Серебренников, Олег Пресняков. Изображая жертву, к/ф (2006)] [омонимия не снята]",CONJ,NOUN
Как, бу́дто ,в на́ше вре́мя ну́жно бы́ть обяза́тельно… ,1989,кино,"кинокомедия, киномюзикл, экранизация","Как бу́дто в на́ше вре́мя ну́жно бы́ть обяза́тельно… во что́-то заме́шанным / что́б… угоди́ть в э́ту кре́пость.   [Адольф д’Эннери, Жан-Поль Дюмануар, Михаил Донской, Ян Фрид. Дон Сезар де Базан, к/ф (1989)] [омонимия не снята]",CONJ,PREP
Э́то и бы́ло/ понима́ете/ как, бу́дто ,отве́сно… отве́том на то́/ что ведь ,1969,устная непубличная речь,беседа,"Э́то и бы́ло/ понима́ете/ как бу́дто отве́сно… отве́том на то́/ что ведь во́т же я́ чита́ла/ ведь во́т же я́ зна́ла/ а я́ о мно́гом ещё не поду́мала. [В.Д. Дувакин, Е.Г. Гуро. Беседа В.Д. Дувакина с Е.Г. Гуро (Вторая  беседа – 25 декабря 1969 года) (1969) // http://oralhistory.ru/] [омонимия не снята]",CONJ,UNKN
А до се́рдца не дошло́., Бу́дто ,во́все не его́ хоро́нят.,1995,кино,кинокомедия,"А до се́рдца не дошло́. Бу́дто во́все не его́ хоро́нят. [Андрей Самсонов, Виталий Москаленко, Владимир Меньшов. Ширли-мырли, к/ф (1995)] [омонимия не снята]",UNKN,ADVB
, Бу́дто ,я́ на паруса́х / надо мно́й огро́мное ,1966,кино,кинодрама,"Бу́дто я́ на паруса́х / надо мно́й огро́мное голубо́е не́бо / и но́сятся больши́е бе́лые пти́цы. [Александр Володин, Георгий Натансон. Старшая сестра, к/ф (1966)] [омонимия не снята]",,UNKN
созда́нием Пари́жа/ в пла́тьях/ со́тканных, бу́дто ,из во́здуха/ небре́жно каса́лись они́ блестя́щими ,1835-2016,художественное чтение,повесть,Они́ несли́сь/ уви́тые прозра́чным созда́нием Пари́жа/ в пла́тьях/ со́тканных бу́дто из во́здуха/ небре́жно каса́лись они́ блестя́щими но́жками парке́та и бы́ли бо́лее эфи́рны/ не́жели е́сли бы во́все его́ не каса́лись.   [Н.В. Гоголь. Невский проспект (исп. А. Бухмин) (1835-2016) // https://www.youtube.com/watch?v=AkUUAulXW7Q] [омонимия не снята],PRTF,PREP
Как, бу́дто ,на́м не нужна́ по́мощь!   ,1967,кино,"кино приключенческое, кинофантастика, экранизация","Как бу́дто на́м не нужна́ по́мощь!    [Владимир Дмитриевский, Евгений Шерстобитов, Иван Ефремов. Туманность Андромеды, к/ф (1967)] [омонимия не снята]",CONJ,NOUN
Как, бу́дто ,не е́л я́ три́ дня́.,1976,кино,"кинодрама, экранизация","Как бу́дто не е́л я́ три́ дня́. [Герман Алексей, Симонов Константин. Двадцать дней без войны, к/ф (1976)] [омонимия не снята]",CONJ,PRCL
Ты́ как, бу́дто ,бы специа́льно напра́шиваешься на неприя́тности! ,1968,кино,"киноповесть, экранизация","Ты́ как бу́дто бы специа́льно напра́шиваешься на неприя́тности!  [Александр Хмелик, Владимир Киселев, Ричард Викторов. Переходный возраст, к/ф (1968)] [омонимия не снята]",CONJ,PRCL
Как, бу́дто ,я́ взаймы́ бра́л! ,2006,кино,киномелодрама,"Как бу́дто я́ взаймы́ бра́л!  [Авдотья Смирнова. Связь, к/ф (2006)] [омонимия не снята]",CONJ,UNKN
Ну во́т как, бу́дто ,бы всё.,1957,кино,"кинодрама, киномелодрама","Ну во́т как бу́дто бы всё. [Александр Зархи, Евгений Воробьев, Михаил Папава. Высота, к/ф (1957)] [омонимия не снята]",CONJ,PRCL
Что́ ж / как, бу́дто ,анса́мбль неплохо́й.  ,1944,кино,"кино военное, кинодетектив","Что́ ж / как бу́дто анса́мбль неплохо́й.   [Владимир Легошин, Лев Шейнин, Леонид Тубельский, Петр Рыжей. Поединок, к/ф (1944)] [омонимия не снята]",CONJ,NOUN
Всё забу́дь / как, бу́дто ,б ничего́ бы не́ было.,1999,кино,кинодрама,"Всё забу́дь / как бу́дто б ничего́ бы не́ было. [Александр Бородянский, Станислав Говорухин, Юрий Поляков. Ворошиловский стрелок, к/ф (1999)] [омонимия не снята]",CONJ,PRCL
суббо́ты на воскресе́нье со́н ви́дел /, бу́дто ,идём мы́ с тобо́й по неско́шенному ,1973,кино,"кино детское, кино приключенческое, кинодетектив, экранизация","А в но́чь с суббо́ты на воскресе́нье со́н ви́дел / бу́дто идём мы́ с тобо́й по неско́шенному лу́гу / идём мо́лча / не спеша́ / и до того́ на́м хорошо́ / что сказа́ть да́же тру́дно. [Анатолий Рыбаков, Николай Калинин. Кортик, к/ф (1973)] [омонимия не снята]",VERB,VERB
Что, бу́дто ,бы у меня́/ бу́дто бы/ у ,1969,устная непубличная речь,беседа,"Что бу́дто бы у меня́/ бу́дто бы/ у меня́ отноше́ние к Кручёныху то́же тако́е/ "" Э́то дря́нь/ о кото́рой не сто́ит и ду́мать"".   [В.Д. Дувакин, Е.Г. Гуро. Беседа В.Д. Дувакина с Е.Г. Гуро (Вторая  беседа – 25 декабря 1969 года) (1969) // http://oralhistory.ru/] [омонимия не снята]",CONJ,PRCL
Но в э́то вре́мя ка́к, бу́дто ,бы кто́-то взя́л мою́ маши́ну за ,1972,кино,"кино военное, кинодрама","Но в э́то вре́мя ка́к бу́дто бы кто́-то взя́л мою́ маши́ну за хво́ст и на́чал трясти́. [Борис Васильев, Станислав Ростоцкий. А зори здесь тихие, к/ф (1972)] [омонимия не снята]",NOUN,PRCL
создать микроклимат такой / что как, будто ,это отгородиться от внешней среды было ,1980-1985,устная публичная речь,рассказ,"Ну / ведь это ж / даже вот сейчас мне приходится сталкиваться с различными вопросами по истории города / по градостроительству / и все говорят / что / ну / просто уже нереально это выполнение в ближайшее время города под куполом / то есть создать микроклимат такой / что как будто это отгородиться от внешней среды было бы ( я) мое мнение / например / что это было бы вообще отлично / сделать город под куполом [Вячеслав Солнцев. Рассказ о жизни в Норильске (1980-1985) // Русская разговорная речь Заполярья: Норильск: Тексты / Под ред. А. С. Герда. СПб., 2002] [омонимия не снята]",CONJ,PRCL
Говори́… та́к /, бу́дто ,меня́ ви́дишь в гробу́.  ,1969,кино,"кинокомедия, киномелодрама, экранизация","Говори́… та́к / бу́дто меня́ ви́дишь в гробу́.   [Георгий Данелия, Клод Тилье, Реваз Габриадзе. Не горюй!, к/ф (1969)] [омонимия не снята]",NOUN,UNKN
Со́н мне́ дурно́й приви́делся / Па́шенька., Бу́дто ,ме́нт в тракти́ре завёлся.,1977,кино,"кино приключенческое, кинодетектив, экранизация","Со́н мне́ дурно́й приви́делся / Па́шенька. Бу́дто ме́нт в тракти́ре завёлся. [Александр Файнциммер, Николай Леонов. Трактир на Пятницкой, к/ф (1977)] [омонимия не снята]",ADJS,NOUN
Подслу́шивать тебе́ как, бу́дто ,не к лицу́ / Серафи́ма Влади́мировна.  ,1971,кино,"кинодрама, экранизация","Подслу́шивать тебе́ как бу́дто не к лицу́ / Серафи́ма Влади́мировна.   [Александр Алов, Владимир Наумов, Михаил Булгаков. Бег, к/ф (1971)] [омонимия не снята]",CONJ,PRCL
Да что́-то как, бу́дто ,е́сть.  ,1937,кино,кино историческое,"Да что́-то как бу́дто е́сть.   [Алексей Каплер, Михаил Ромм. Ленин в Октябре, к/ф (1937)] [омонимия не снята]",CONJ,NOUN
э́ти мы́сли / те́м ожесточённее моли́лась /, бу́дто ,усло́вие ста́вила.,1961,кино,киноповесть,"Хотя́ уже́ и запа́ли е́й в го́лову э́ти мы́сли / те́м ожесточённее моли́лась / бу́дто усло́вие ста́вила. [Вера Панова, Татьяна Лиознова. Евдокия, к/ф (1961)] [омонимия не снята]",VERB,NOUN
сочета́ния не́т/ и да́же как, бу́дто ,бы по пе́рвой прове́рке и в ,2010,"монолог научный, устная публичная речь",лекция,Но во́т тако́го сочета́ния не́т/ и да́же как бу́дто бы по пе́рвой прове́рке и в хоро́ших по́льски и че́шских фо́ндах то́же буква́льно Станиго́стя не́т. [Андрей Зализняк. Что такое любительская лингвистика? Лекции Полит.ру (2010)] [омонимия не снята],CONJ,PRCL
"Поли"" / там где / мм как", будто ,бы определенное значе́ние эти окончания / таких ,1976-1977,устная публичная речь,лекция,"и "" все собрались у  [с ударением] Поли"" / там где / мм как будто бы определенное значе́ние эти окончания / таких случаев / было немного / Поэтому специа́льно потом / были подобраны еще слова́а / и включ…  [первые четыре слова убыстренно] слова были потом включены в предложение / с тем чтобы посмотреть как же вот тут / ээ мм при специа́льном исследовании / ээ / то́же в этих же случаях ни не будет никаких / мм отличий / между орфографическим и "" э [Л.А. Вербицкая. Лекция по орфоэпии (1976-1977) // Из архива О.А. Лаптевой] [омонимия не снята]",CONJ,PRCL
это в таком ракурсе / как, будто ,это огромные деревья.,1980-1985,устная публичная речь,рассказ,"Ну / а предварительно надо лечь на асфальт и сфотографировать это в таком ракурсе / как будто это огромные деревья. [Вячеслав Солнцев. Рассказ о жизни в Норильске (1980-1985) // Русская разговорная речь Заполярья: Норильск: Тексты / Под ред. А. С. Герда. СПб., 2002] [омонимия не снята]",CONJ,PRCL
Вы́ та́к говори́те / как, бу́дто ,мы́ с ва́ми о́чень давно́ знако́мы.,1962,кино,"кино приключенческое, кинофантастика","Вы́ та́к говори́те / как бу́дто мы́ с ва́ми о́чень давно́ знако́мы. [Акиба Гольбурт, Александр Беляев, Александр Ксенофонтов, Алексей Каплер, Владимир Чеботарев, Геннадий Казанский. Человек-амфибия, к/ф (1962)] [омонимия не снята]",CONJ,UNKN
Тума́н… отгороди́л на́с от реа́льности., Бу́дто ,ты́ в пре́жней / по̀лузабы́той жи́зни.,1999,кино,"кино военное, кинодрама","Тума́н… отгороди́л на́с от реа́льности. Бу́дто ты́ в пре́жней / по̀лузабы́той жи́зни. [Александр Рогожкин. Блокпост, к/ф (1999)] [омонимия не снята]",NOUN,UNKN
И, будто ,в воздухе гроза / И рядом чья-то ,1978,устная публичная речь,беседа,"И будто в воздухе гроза / И рядом чья-то тень сурова / И чьи-то скошены глаза. [Л.В. Горнунг. Беседа В.Д. Дувакина с Л.В. Горнунгом (1978) // «Собрание фонодокументов имени В.Д. Дувакина» Отдела устной истории Научной библиотеки МГУ им. М.В. Ломоносова, 1999] [омонимия не снята]",CONJ,PREP
ке́мпинг и о́н то́же / как, бу́дто ,та́к и должно́ бы́ть.  ,1980,кино,"кинокомедия, киномелодрама","Вы́ то́лько предста́вьте себе́ / ведь о́н мо́г действи́тельно пое́хать куда́ уго́дно / и я́ то́же / куда́ уго́дно / так не́т / мы́ ж е́дем в ке́мпинг / я́ е́ду в ке́мпинг и о́н то́же / как бу́дто та́к и должно́ бы́ть.   [Виктор Титов, М. Семенова, Р. Штраль. Адам женится на Еве, к/ф (1980)] [омонимия не снята]",CONJ,NOUN
, Бу́дто ,и о́н / бу́дто и не о́н!   ,1953,кино,"киносказка, мультфильм","Бу́дто и о́н / бу́дто и не о́н!    [Александр Иванов, Борис Бродский, Николай Абрамов. Крашеный лис, м/ф (1953)] [омонимия не снята]",,CONJ
замаскиро́ван/ сде́лан из него́ как, бу́дто ,грузово́й автомоби́ль/ с те́нтом – зна́ете? ,1968,кино,кино приключенческое,"А о́н бы́л замаскиро́ван/ сде́лан из него́ как бу́дто грузово́й автомоби́ль/ с те́нтом – зна́ете?  [Артур Макаров, Эдмонд Кеосаян. Новые приключения неуловимых, к/ф (1968)] [омонимия не снята]",CONJ,VERB
С лица́, бу́дто ,ничего́ / а ка́к та́м…  ,1961,кино,киноповесть,"С лица́ бу́дто ничего́ / а ка́к та́м…   [Вера Панова, Татьяна Лиознова. Евдокия, к/ф (1961)] [омонимия не снята]",UNKN,UNKN
Слыха́ли / как оди́н болта́л /, бу́дто ,его́ дере́вня в трёх верста́х.,1969,кино,"кинобоевик, кинокомедия","Слыха́ли / как оди́н болта́л / бу́дто его́ дере́вня в трёх верста́х. [Валентин Ежов, Владимир Мотыль, Марк Захаров, Рустам Ибрагимбеков. Белое солнце пустыни, к/ф (1969)] [омонимия не снята]",VERB,UNKN
Как, бу́дто ,в бу́рле е́сть поко́й! ,1968,кино,"кино детское, киносказка","Как бу́дто в бу́рле е́сть поко́й!  [Александр Роу, Михаил Вольпин, Николай Эрдман. Огонь, вода и... медные трубы, к/ф (1968)] [омонимия не снята]",CONJ,PREP
Как, бу́дто ,ничего́.,1967,кино,"киномелодрама, киноповесть","Как бу́дто ничего́. [Анатолий Гребнев, Марлен Хуциев. Июльский дождь, к/ф (1967)] [омонимия не снята]",CONJ,UNKN
Улыбни́сь / как, бу́дто ,ава́нс даёшь.,1978,кино,"кинокомедия, киномюзикл, экранизация","Улыбни́сь / как бу́дто ава́нс даёшь. [Александр Цагарели, Борис Рацер, Владимир Константинов, Георгий Товстоногов, Юрий Аксенов. Ханума (телеспектакль) (1978)] [омонимия не снята]",CONJ,NOUN
, Бу́дто ,мы́ ничего́ и не зна́ем!   ,1968,кино,"кино военное, кинодрама","Бу́дто мы́ ничего́ и не зна́ем!    [Валерий Фрид, Евгений Карелов, Юлий Дунский. Служили два товарища, к/ф (1968)] [омонимия не снята]",,UNKN
Как, бу́дто ,под му́зыку.  ,2002,кино,киноповесть,"Как бу́дто под му́зыку.   [Геннадий Островский, Филипп Янковский. В движении, к/ф (2002)] [омонимия не снята]",CONJ,PREP
Говори́шь та́к /, бу́дто ,не ты́ / а я́ в по́гребе.  ,1969,кино,"кино приключенческое, кинодетектив","Говори́шь та́к / бу́дто не ты́ / а я́ в по́гребе.   [Георгий Северский, Евгений Ташков, Игорь Болгарин. Адъютант его превосходительства, к/ф (1969)] [омонимия не снята]",NOUN,PRCL
на́с не обраща́ют никако́го внима́ния /, бу́дто ,мы́ и не существу́ем.,1999,кино,"кино военное, кинодрама","Ка́жется / на на́с не обраща́ют никако́го внима́ния / бу́дто мы́ и не существу́ем. [Александр Рогожкин. Блокпост, к/ф (1999)] [омонимия не снята]",NOUN,UNKN
на́м ничего́ не даёт как, бу́дто ,бы.  ,1977,кино,"кинодрама, экранизация","Всё равно́ же э́то на́м ничего́ не даёт как бу́дто бы.   [Анатолий Эфрос, Андрей Битов. В четверг и больше никогда, к/ф (1977)] [омонимия не снята]",CONJ,PRCL
служе́бной необходи́мости заставля́ю вы́пить / да́?, Бу́дто ,спа́иваю я́ тебя́ / та́к?   ,1967,кино,"кино приключенческое, кино-катастрофа, кинодрама","служе́бной необходи́мости заставля́ю вы́пить / да́? Бу́дто спа́иваю я́ тебя́ / та́к?    [Борис Дуров, Николай Рашеев, Сергей Тарасов, Станислав Говорухин. Вертикаль, к/ф (1967)] [омонимия не снята]",UNKN,VERB
Отчего́ вы́ говори́те « как, бу́дто ,,1968,кино,"кинодрама, экранизация","Отчего́ вы́ говори́те « как бу́дто»?    [Владимир Венгеров, Л.Н. Толстой. Живой труп, к/ф (1968)] [омонимия не снята]",CONJ,
Морячко́в как, бу́дто ,нема́ / спло́шь су́ша.  ,1963,кино,"кинодрама, экранизация","Морячко́в как бу́дто нема́ / спло́шь су́ша.   [Владимир Басов, Юрий Бондарев. Тишина, к/ф (1963)] [омонимия не снята]",CONJ,UNKN
не́сколько дне́й одни́ ма́рши / как, бу́дто ,друго́й му́зыки не́т.,2005,кино,кинодрама,"Уже́ не́сколько дне́й одни́ ма́рши / как бу́дто друго́й му́зыки не́т. [Александр Вайнштейн, Алексей Герман мл., Олег Антонов. Гарпастум, к/ф (2005)] [омонимия не снята]",CONJ,VERB
