Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
"за этим я обомлел, как", будто ,"она ожила моею душой, поглотила моё ",1830,художественная,"отрывок, рассказ","Не умею высказать, какой нектарный пламень облил меня, когда глаза наши встретились, и вслед за этим я обомлел, как будто она ожила моею душой, поглотила моё существование. [А. А. Бестужев-Марлинский. Следствие вечера на кавказских водах (1830)] [омонимия снята]",CONJ,NPRO
"Поутру он, показывая вид,", будто ,"бежит из Бурной, спрыгнул со стены; ",1831,художественная,"письмо литературное, повесть","Поутру он, показывая вид, будто бежит из Бурной, спрыгнул со стены; по нем открыли холостую пальбу; он удалялся, отстреливаясь, и наконец скрылся в кустарниках, в рядах вражеских. [А. А. Бестужев-Марлинский. Письма из Дагестана (1831)] [омонимия не снята]",NOUN,VERB
"столбы, и телега моя неслась", будто ,наперегонку с ними.  ,1830,художественная,рассказ,"Изредка перепадали крупные капли дождя; ветер вздувал по степи пыльные столбы, и телега моя неслась будто наперегонку с ними.   [А. А. Бестужев-Марлинский. Вечер на кавказских водах в 1824 году (1830)] [омонимия не снята]",VERB,NOUN
Ничего особого… как, будто ,жар… сон…  ,1883-1887,художественная,рассказ,Ничего особого… как будто жар… сон…   [А. А. Черкасов. Шахтама (1883-1887)] [омонимия не снята],CONJ,UNKN
"Кавказе, которую занимал Мар[к]графх, освобождается,", будто ,он получает новое назначение.,1894,бытовая,письмо личное,"Я слышал, что должность управл[яющего] госуд[арственными] имущ[ествами] на Кавказе, которую занимал Мар[к]графх, освобождается, будто он получает новое назначение. [А. А. Измаильский. Письмо В. В. Докучаеву (1894)] [омонимия не снята]",VERB,NPRO
Да как, будто ,"в спажинки… а верней сказать, ― пожалуй, ",1913,художественная,рассказ,"Да как будто в спажинки… а верней сказать, ― пожалуй, после успеньева дня…   [А. А. Богданов. Под ласковым солнцем (1913)] [омонимия не снята]",CONJ,PREP
Вчера я как, будто ,в первый раз ее видел ― хотя ,1846,нехудожественная,мемуары,"Вчера я как будто в первый раз ее видел ― хотя мы росли вместе, хотя не далее, как за неделю, я с нею сидел целый вечер, и она не была для меня даже женщиной. [А. А. Григорьев. Офелия (1846)] [омонимия не снята]",CONJ,PREP
"оборону ― совсем не обозначался, как", будто ,ему так и полагалось ― атаковать по ,1947-1953,нехудожественная,мемуары,"При этом никогда не учитывалась инициатива противника: при задачах на атаку противник обозначался сплошной линией со стрелкой, а при задачах на оборону ― совсем не обозначался, как будто ему так и полагалось ― атаковать по желательным для нас направлениям.   [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 1-2 (1947-1953)] [омонимия не снята]",CONJ,NPRO
"Баба в крайней избе говорит,", будто ,приходил пароход и командира увез у ,1943-1951,художественная,роман,"Баба в крайней избе говорит, будто приходил пароход и командира увез у них… [А. А. Фадеев. Молодая гвардия (1943-1951)] [омонимия не снята]",VERB,VERB
"Мазепа еще притворствовал: показал вид,", будто ,"разгневался на племянника, и, чтобы удалить ",1825,нехудожественная,биография,"Мазепа еще притворствовал: показал вид, будто разгневался на племянника, и, чтобы удалить от себя тягостного нажидателя, ― полковника Протасова, упросил его исходатайствовать лично у Меншикова прощение Войнаровскому за то, что тот уехал не простясь. [А. А. Бестужев-Марлинский. Жизнеописание Войнаровского (1825)] [омонимия не снята]",NOUN,VERB
Энно холод эфирных пустынь как, будто ,проник в мое сердце.,1908,художественная,повесть,При этих словах Энно холод эфирных пустынь как будто проник в мое сердце. [А. А. Богданов. Красная звезда (1908)] [омонимия не снята],CONJ,VERB
Как, будто ,звание европейца возлагает на меня обязанность ,1867,нехудожественная,письмо личное,"Как будто звание европейца возлагает на меня обязанность делать всё зря, нелепо и негодно?  [А. А. Фет. Письмо Л. Н. Толстому (1867)] [омонимия не снята]",CONJ,NOUN
"Слыхали, по окружности молвют,", будто ,"чеки», што ль- то, где объявились! ",1925,художественная,рассказ,"Слыхали, по окружности молвют, будто «чеки», што ль- то, где объявились!  [А. А. Богданов. Тайга разбужена (1925)] [омонимия не снята]",VERB,NOUN
"Говорили ― правда ли, нет ли, ―", будто ,ты земского боровом обозвал…,1913,художественная,рассказ,"Говорили ― правда ли, нет ли, ― будто ты земского боровом обозвал… [А. А. Богданов. Перед рассветом (1913)] [омонимия не снята]",PRCL,NPRO
"хуторок, неизвестно кому принадлежащий, как", будто ,"населен одним рыжим кацапом астраханцем, а ",1925-1926,художественная,роман,"Но досадно, что в моем восприятии прекрасной идиллии с такими чудными куплетами, как: « Видит ― внучка в новых бусах», ― один хуторок, неизвестно кому принадлежащий, как будто населен одним рыжим кацапом астраханцем, а другой ― единственной старухой с внучкой, хотя то и другое неправдоподобно.   [А. А. Фадеев. Разгром (1925-1926)] [омонимия не снята]",CONJ,PRTS
"неё невроз сердца, и что", будто ,бы эта болезнь несерьёзна: не велел ,1906,бытовая,"дневник, записные книжки","Доктор сказал Лене, что у неё невроз сердца, и что будто бы эта болезнь несерьёзна: не велел ей танцевать и волноваться, а так, позволил делать всё. [А. А. Аллендорф. Дневник (1906)] [омонимия не снята]",CONJ,PRCL
"знавшие его люди пытались уверить,", будто ,Чехов питал нежные чувства по отношению ,1915,нехудожественная,мемуары,"После смерти Чехова не раз мало знавшие его люди пытались уверить, будто Чехов питал нежные чувства по отношению к Ялте, в которой он прожил последние годы своей жизни. [M. К. Первухин. Из воспоминаний о Чехове (1915)] [омонимия не снята]",INFN,NOUN
"Приснился мне кошмарный сон, как", будто ,"бы умерла моя старшая любимая дочурка, ",1941,нехудожественная,"дневник, записные книжки","Приснился мне кошмарный сон, как будто бы умерла моя старшая любимая дочурка, Любася. [А. А. Авдеев. Дневник (1941)] [омонимия не снята]",CONJ,PRCL
"опустила глаза в землю, как", будто ,ей стыдно было чего-то.  ,1845,нехудожественная,мемуары,"Она взглянула на меня с укором и потом опустила глаза в землю, как будто ей стыдно было чего-то.   [А. А. Григорьев. Человек будущего (1845)] [омонимия не снята]",CONJ,NPRO
"основано на том Правиле, что", будто ,б то только Правление и хорошо ,1827,нехудожественная,письмо деловое,"2) Мнение общества, как из списка усмотреть изволите, основано на том Правиле, что будто б то только Правление и хорошо и там только народы благоденствуют, где Царствующая особа и окружающие ее суть Масоны.   [А. А. Волков. Донесение (1827)] [омонимия не снята]",CONJ,PRCL
"творчестве, мы живем в нем,", будто ,продираемся сквозь терновник.,2016,нехудожественная,"интервью, статья","Я говорю сейчас и вам, и себе: мы счастливы, потому что мы в творчестве, мы живем в нем, будто продираемся сквозь терновник. [А. А. Данилова, Г. М. Гупало. Юрий Норштейн: Опять забыли человека // 2016] [омонимия не снята]",ADJS,VERB
"Те, которые живут, как", будто ,"они смертны, ― безнадежны.",2017,нехудожественная,"интервью, статья","Те, которые живут, как будто они смертны, ― безнадежны. [А. А. Данилова, Ксения Кнорре-Дмитриева. Татьяна Друбич: У меня нет сверхидеи, что я спасаю человечество // 2017] [омонимия не снята]",CONJ,NPRO
на черном поле дыма и, будто ,улетел с ним…,1831,художественная,"письмо литературное, повесть","Первый подскакал к башне ( когда-то сторожевой, на углу этой горы стоящей) статный черкес, мелькнул на черном поле дыма и будто улетел с ним… [А. А. Бестужев-Марлинский. Письма из Дагестана (1831)] [омонимия не снята]",CONJ,VERB
"всем свою сказку рассказывал, что", будто ,бы я полюбовник Аннушкин…,1860-1870,художественная,пьеса,"Опять же он, Алексей Митрич, всем свою сказку рассказывал, что будто бы я полюбовник Аннушкин… [А. А. Потехин. Брак по страсти (1860-1870)] [омонимия не снята]",CONJ,PRCL
Юлия Ивановна?, Будто ,,2007,художественная,повесть,Юлия Ивановна? Будто?    [А. А. Олейников. Велькино детство (2007)] [омонимия не снята],NOUN,
"наконец, совсем отворил двери, как", будто ,"у него уж очень накурено, а ",1862,нехудожественная,статья,"И, наконец, совсем отворил двери, как будто у него уж очень накурено, а совсем нет, и сам сел против двери… [А. А. Потебня. Мысль и язык (1862)] [омонимия не снята]",CONJ,PREP
ужасно мучила неизвестность и как, будто ,таинственность этого послания.,1854,художественная,рассказ,Меня ужасно мучила неизвестность и как будто таинственность этого послания. [А. А. Фет. Каленик (1854)] [омонимия не снята],CONJ,NOUN
Я знаю…, будто ,бы ты в связи с барином…  ,1877,художественная,пьеса,Я знаю… будто бы ты в связи с барином…   [А. А. Потехин. Выгодное предприятие (1877)] [омонимия не снята],UNKN,PRCL
Потом растерянно глядит на меня ―, будто ,"сам удивился тому, что сказал.  ",1854,художественная,пьеса,"Потом растерянно глядит на меня ― будто сам удивился тому, что сказал.   [А. А. Потехин. Шуба овечья ― душа человечья (1854)] [омонимия не снята]",NPRO,ADJF
Чувствую себя глупо., Будто ,"спросила у сотрудника крематория, как это ",1854,художественная,пьеса,"Чувствую себя глупо. Будто спросила у сотрудника крематория, как это такое большое тело поместилось в такой маленький кувшинчик.   [А. А. Потехин. Шуба овечья ― душа человечья (1854)] [омонимия не снята]",ADVB,VERB
"поднялся с постели и, как", будто ,"подброшенный чем-то кверху, ударился головой о ",1908,художественная,повесть,"Я невольно резким движением поднялся с постели и, как будто подброшенный чем-то кверху, ударился головой о потолок.   [А. А. Богданов. Красная звезда (1908)] [омонимия не снята]",CONJ,PRTF
"это, но отчего она как", будто ,не верит мне?   ,1845,нехудожественная,мемуары,"Она заметила это, но отчего она как будто не верит мне?    [А. А. Григорьев. Мое знакомство с Виталиным (1845)] [омонимия не снята]",CONJ,PRCL
"этим бы и порешил, как", будто ,сказал дело; в былую пору я ,1859,нехудожественная,мемуары,"В былую пору я назвал бы это критическим отношением к личностям, да этим бы и порешил, как будто сказал дело; в былую пору я стал бы даже уверять, что сам готов вытерпеть в отношении к собственной особе то, что один приятель называет продергиванием и в чем он, между прочим, большой мастер, но говоря так, я бы только добросовестно надувал самого себя и других… [А. А. Григорьев. Великий трагик (1859)] [омонимия не снята]",CONJ,VERB
"И целое море красного, как", будто ,перенесенного нз улицу прямо с малявинского ,1930-1931,художественная,очерк,"И целое море красного, как будто перенесенного нз улицу прямо с малявинского полотна. [А. А. Богданов. Эх, Антон! (1930-1931)] [омонимия не снята]",CONJ,PRTF
Обыкновенно эти глаза как, будто ,"не замечали окружающего; взгляд их, устремленный ",1913,художественная,повесть,"Обыкновенно эти глаза как будто не замечали окружающего; взгляд их, устремленный вперед, к невидимой цели, был неподвижен. [А. А. Богданов. Инженер Мэнни (1913)] [омонимия не снята]",CONJ,PRCL
"и говорил, и действовал как", будто ,исключительно во имя его…,1871,художественная,пьеса,"Есть общие цели, во имя которых я должен был говорить с вами, но я увлекся личным чувством и говорил, и действовал как будто исключительно во имя его… [А. А. Потехин. В мутной воде (1871)] [омонимия не снята]",CONJ,PRCL
"сразу, внезапно оборвав на полуслове.", Будто ,вздохнул и затих.,1955,нехудожественная,мемуары,"сразу, внезапно оборвав на полуслове. Будто вздохнул и затих. [M. В. Бабенчиков. Сергей Есенин (1955)] [омонимия не снята]",NOUN,VERB
"на моих глазах буквально сгорел,", будто ,сжигаемый внутренним огнем отчаяния и горя.,1923,нехудожественная,мемуары,"Он на моих глазах буквально сгорел, будто сжигаемый внутренним огнем отчаяния и горя. [А. А. Брусилов. Воспоминания (1923)] [омонимия не снята]",VERB,PRTF
"пожарищ, и петух кричит так,", будто ,ничего не случилось…  ,1960-1970,нехудожественная,статья,"утренняя заря занимается над бледными холмами, и роса блестит на серовато- розовых крышах, каплет со свернувшихся осенних листочков акаций прямо на землю в палисаднике, и пахнет загнивающими в сырой земле корнями отвянувших цветов и дымом дальних пожарищ, и петух кричит так, будто ничего не случилось…   [А. А. Реформатский. Принципы синхронного описания языка (1960-1970)] [омонимия не снята]",CONJ,NPRO
"и с таким ощущением, как", будто ,все это происходит с ним во ,1934,художественная,рассказ,"Целый день он бродил под холодным осенним солнцем по городу с тупой болью в голове и с таким ощущением, как будто все это происходит с ним во сне. [А. А. Богданов. На перепутье (1934)] [омонимия не снята]",CONJ,ADJF
"подумал, произнес свое « нуте- с»,", будто ,"кого-то подгоняя, и продолжал:   ",1940-1956,художественная,роман,"Он приостановился, подумал, произнес свое « нуте- с», будто кого-то подгоняя, и продолжал:    [А. А. Бек. Талант (Жизнь Бережкова) / Части 4-6 (1940-1956)] [омонимия не снята]",PREP,NPRO
Он даже как, будто ,хвастался заграничным происхождением приборов.,1947-1953,нехудожественная,мемуары,Он даже как будто хвастался заграничным происхождением приборов. [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 1-2 (1947-1953)] [омонимия не снята],CONJ,VERB
За мной как, будто ,следят…,1862,нехудожественная,статья,За мной как будто следят… [А. А. Потебня. Мысль и язык (1862)] [омонимия не снята],CONJ,UNKN
"более скрепив сердце, притворялся равнодушным,", будто ,"читал книгу, но, конечно, не видал ",1840,нехудожественная,письмо личное,"Тут я, еще более скрепив сердце, притворялся равнодушным, будто читал книгу, но, конечно, не видал строчек, ничего не понимал, и меня давила особая истома.   [А. А. Фет. Письма И. И. Введенскому (1840)] [омонимия не снята]",ADJF,VERB
"Можаровских, и меня что-то как", будто ,тянуло туда.,1883-1887,художественная,рассказ,"Как-то раз я очень долго не был у Можаровских, и меня что-то как будто тянуло туда. [А. А. Черкасов. Шахтама (1883-1887)] [омонимия не снята]",CONJ,VERB
"назначить час свидания, он ему", будто ,"ответил, что он так занят, что ",1894,бытовая,письмо личное,"А на высказанное мое пожелание быть у Ермолова он мне сообщил следующее: что Игнатьев, Киевс[кий] губерн[атор], просил у Ермолова назначить час свидания, он ему будто ответил, что он так занят, что может принять лишь в приемный день.   [А. А. Измаильский. Письмо В. В. Докучаеву (1894)] [омонимия не снята]",NPRO,VERB
"американецъ, харкнулъ такъ искусно, какъ", будто ,во всю жизнь только тѣмъ и ,1850,художественная,роман,"Въ самомъ дѣлѣ, мои морскіе термины, по видимому, убѣдительно подѣйствовали на старуху; и, желая поддержать ея расположеніе ко мнѣ и остаться вѣрнымъ своему характеру, который, какъ я надѣялся, получилъ совершенно не сухопутный оттѣнокъ, благодаря страшному куску жвачки, находившейся за моей щекой, я крѣпко стиснулъ табакъ зубами и, словно американецъ, харкнулъ такъ искусно, какъ будто во всю жизнь только тѣмъ и занимался, — потомъ задернулъ [[Роукрофт Ч.]. Разсказы о колоніяхъ Вандименовой земли // «Современникъ», 1850] [омонимия не снята]",NOUN,PREP
Внешняя мирная жизнь как, будто ,быстро вступала в свои права.,1947-1953,нехудожественная,мемуары,Внешняя мирная жизнь как будто быстро вступала в свои права. [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 5 (1947-1953)] [омонимия не снята],CONJ,ADVB
"истосковавшийся по аристократическому кругу, который", будто ,"бы презирает, и бросающий женщину, которую ",1876,нехудожественная,письмо личное,"Между всеми русскими негодяями и дураками оказывается порядочный герой, истосковавшийся по аристократическому кругу, который будто бы презирает, и бросающий женщину, которую будто бы уважает и любит, только из-за того, что нанюхался волос женщины, которую с детства знает и признает окончательно для себя непригодной. [А. А. Фет. Письма Л. Н. Толстому (1876)] [омонимия не снята]",ADJF,PRCL
"и медленно начнет спадать, как", будто ,"нехотя освобождая от своего плена кустарники, ",1960-1979,нехудожественная,мемуары,"Через несколько дней вода очистится от него, станет спокойнее и медленно начнет спадать, как будто нехотя освобождая от своего плена кустарники, возвышенности и до краев заполненные озера.   [А. А. Есенина. Родное и близкое (1960-1979)] [омонимия не снята]",CONJ,ADVB
"Они ожили,", будто ,"от живой воды, от немногих слез, ",1830-1837,бытовая,письмо личное,"Они ожили, будто от живой воды, от немногих слез, пролитых на Ваши строки. [А. А. Бестужев-Марлинский. Письма (1830-1837)] [омонимия не снята]",VERB,PREP
"Проговорил он все это скороговоркой,", будто ,"сыпал горох, и потом начал обстоятельно ",1955,нехудожественная,мемуары,"Проговорил он все это скороговоркой, будто сыпал горох, и потом начал обстоятельно рассказывать, как выступал в модном кабаре и как его восторженно принимала публика.   [M. В. Бабенчиков. Сергей Есенин (1955)] [омонимия не снята]",NOUN,VERB
"мартовские газеты, такой неразберихой как", будто ,бы и не пахло.,1928,нехудожественная,мемуары,"Когда месяца два тому назад Жмыхов читал мартовские газеты, такой неразберихой как будто бы и не пахло. [А. А. Татищев. Земли и люди: В гуще переселенческого движения (1906-1921) (1928)] [омонимия не снята]",CONJ,PRCL
"вопрос о собственной земле, которую", будто ,полая вода смывает и портит посевы.,1875,нехудожественная,письмо личное,"Только теперь подняли вопрос о собственной земле, которую будто полая вода смывает и портит посевы. [А. А. Фет. Письмо И. С. Тургеневу (1875)] [омонимия не снята]",ADJF,ADJF
"растет точно так же, как", будто ,входил в арифметические вычисления.  ,1871,нехудожественная,"очерк, цикл","Тем не менее бурьян и у него растет точно так же, как будто входил в арифметические вычисления.   [А. А. Фет. Из деревни. 4 (1871)] [омонимия не снята]",CONJ,VERB
"Доказано это, как", будто ,"строго, а именно методом математической индукции.  ",1983,нехудожественная,учебное пособие,"Доказано это, как будто строго, а именно методом математической индукции.   [А. А. Ивин. По законам логики (1983)] [омонимия не снята]",CONJ,ADVB
Как, будто ,в ответ на его слова люстра ,2010,художественная,рассказ,"Как будто в ответ на его слова люстра вдруг погасла, мигнула несколько раз и вновь засияла.   [А. А. Ганиева. Вечер превращается в ночь (2010)] [омонимия не снята]",CONJ,PREP
форме очень простых и как, будто ,даже наивных вопросов.  ,1983,нехудожественная,учебное пособие,"Нередко бывает так, что сложные и глубокие проблемы первоначально встают в форме очень простых и как будто даже наивных вопросов.   [А. А. Ивин. По законам логики (1983)] [омонимия не снята]",CONJ,PRCL
кое-что разузнали от прохожих: Киев, будто ,"бы взят австрийцами, а здесь большевики ",1918,бытовая,"дневник, записные книжки","Беспрепятственно дошли до Миллионной улицы и кое-что разузнали от прохожих: Киев будто бы взят австрийцами, а здесь большевики грабят казначейство и магазины и потому не пускают на Гоголевскую, а ночью они собираются бежать из Нежина. [А. А. Аллендорф. Дневник (1918)] [омонимия не снята]",NOUN,PRCL
"Возьмет,", будто ,отнял.,1929,художественная,пьеса,"Возьмет, будто отнял. [А. А. Крон. Винтовка № 492116 (1929)] [омонимия не снята]",VERB,VERB
"и зрителей чрезвычайно распространено представление,", будто ,"каждый персонаж списан с какого-то натурщика, ",1969,нехудожественная,мемуары,"Среди читателей и зрителей чрезвычайно распространено представление, будто каждый персонаж списан с какого-то натурщика, которого автор, лишь слегка замаскировав, « выводит» в своем произведении. [А. А. Крон. О первой дружбе, о первой пьесе... (1969)] [омонимия не снята]",NOUN,ADJF
"и строго рассуждал Старик, как", будто ,"он говорил все это Федорчуку, ― но ",2005,художественная,рассказ,"Допустим даже, что их привели позднее, ― наставительно и строго рассуждал Старик, как будто он говорил все это Федорчуку, ― но тогда, сколько ни волнуйся, они рано или поздно все равно найдут тебя. [А. А. Старобинец. Живые (2005)] [омонимия не снята]",CONJ,NPRO
но призрачно- странный и как, будто ,"другой: мне казалось, что он стал ",1908,художественная,повесть,"Да, он, но призрачно- странный и как будто другой: мне казалось, что он стал гораздо меньше, и глаза его не так резко выступали на лице, у него было мягкое, доброе выражение, а не холодное и непреклонное, как только что на краю бездны…   [А. А. Богданов. Красная звезда (1908)] [омонимия не снята]",CONJ,ADJF
"Грустно раздается намаз,", будто ,"поминка по ясном дне, отлетевшем в ",1836,художественная,повесть,"Грустно раздается намаз, будто поминка по ясном дне, отлетевшем в вечность.   [А. А. Бестужев-Марлинский. Мулла-Нур (1836)] [омонимия не снята]",NOUN,NOUN
"в совершенно разных реальностях, как", будто ,"на разных планетах, все ориентиры сбиты, ",2017,нехудожественная,"интервью, статья","Сегодня, когда люди живут в совершенно разных реальностях, как будто на разных планетах, все ориентиры сбиты, и у каждого своя мера добра и зла. [А. А. Данилова, Ксения Кнорре-Дмитриева. Татьяна Друбич: У меня нет сверхидеи, что я спасаю человечество // 2017] [омонимия не снята]",CONJ,PREP
"с которой у нас, как", будто ,"бы, происходит сближение, допускает на своей ",1938.01.18,нехудожественная,речь,"Как понять положение, когда правительство страны, с которой мы ― СССР ― находимся в довольно тесных отношениях и с которой у нас, как будто бы, происходит сближение, допускает на своей территории существование организаций, проповедующих и организующих терроризм против СССР?    [А. А. Жданов. Речь депутата (1938.01.18) // «Советское искусство» Орган Всесоюзного комитета по делам Искусств при Совнаркоме Союза ССР № 6 (412), 1938] [омонимия не снята]",CONJ,PRCL
"я почувствовал, что волосы как", будто ,стали подниматься у меня на голове…,1883-1887,художественная,рассказ,"Мне представилась ярко освещенная картина убийства, и я почувствовал, что волосы как будто стали подниматься у меня на голове… [А. А. Черкасов. Урюм (1883-1887)] [омонимия не снята]",CONJ,VERB
"смотрел на меня, и, как", будто ,обращался ко мне.,1918,бытовая,"дневник, записные книжки","Кунич заметил, что я очень заинтересовалась, и мне показалось, что ему это приятно: во время объяснений он всё смотрел на меня, и, как будто, обращался ко мне. [А. А. Аллендорф. Дневник (1918)] [омонимия не снята]",CONJ,VERB
"же, Василий Иванович, мы шли", будто ,не этой дорогой? ,1883-1887,художественная,рассказ,"Так как же, Василий Иванович, мы шли будто не этой дорогой?  [А. А. Черкасов. Зерентуй (1883-1887)] [омонимия не снята]",VERB,PRCL
"приобрела силу предрассудка философская концепция,", будто ,эти правила суть отражение неких общих ,2003,нехудожественная,статья,"В отношении природы правил логики сложилась и приобрела силу предрассудка философская концепция, будто эти правила суть отражение неких общих законов бытия. [А. А. Зиновьев. Комплексная логика // Вопросы философии, 2003, №1, 2003] [омонимия не снята]",NOUN,ADJF
