Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
"высокой девушке с развевающимися черными,", словно ,"крылья, волосами.  ",2003,нехудожественная,рецензия,"Они смотрели вслед высокой девушке с развевающимися черными, словно крылья, волосами.   [Театр театра // «Театральная жизнь», 2003.08.25] [омонимия не снята]",NOUN,NOUN
"над крохотным голубым пятнышком цветка,", словно ,"осколком неба, упавшим с зенита.",2003,нехудожественная,рецензия,"Теперь, когда Нау бежала по тундре, упруго отталкиваясь от пружинящих кочек, она вдруг останавливалась и склонялась над крохотным голубым пятнышком цветка, словно осколком неба, упавшим с зенита. [Театр театра // «Театральная жизнь», 2003.08.25] [омонимия не снята]",NOUN,NOUN
"Летние лохматые песцы тявкали,", словно ,выплевывая застывшие в глотке мелкие косточки ,2003,нехудожественная,рецензия,"Летние лохматые песцы тявкали, словно выплевывая застывшие в глотке мелкие косточки морошки, остро и пронзительно свистели суслики, как бы окликая Нау, призывая ее взглянуть на черные глазки нор, вырытые под защитой камней.   [Театр театра // «Театральная жизнь», 2003.08.25] [омонимия не снята]",VERB,GRND
Нау неслась, словно ,на крыльях развевающихся черных волос за ,2003,нехудожественная,рецензия,"Нау неслась словно на крыльях развевающихся черных волос за незнакомцем.   [Театр театра // «Театральная жизнь», 2003.08.25] [омонимия не снята]",VERB,PREP
"окутанным радужной дымкой, и тело", словно ,"было погружено в теплый китовый фонтан, ",2003,нехудожественная,рецензия,"Кружилась голова, все казалось окутанным радужной дымкой, и тело словно было погружено в теплый китовый фонтан, обволакивающий, ласкающий прикосновением своих нежных струй.   [Театр театра // «Театральная жизнь», 2003.08.25] [омонимия не снята]",NOUN,VERB
"перед стариком в почтительных позах,", словно ,придворные в свите короля.,2003,нехудожественная,статья,"Пираты застыли перед стариком в почтительных позах, словно придворные в свите короля. [Блуждающие кометы // «Театральная жизнь», 2003.04.28] [омонимия не снята]",NOUN,ADJF
Дымор, словно ,прочитал их мысли.,2003,нехудожественная,статья,"Дымор словно прочитал их мысли. [Блуждающие кометы // «Театральная жизнь», 2003.04.28] [омонимия не снята]",NOUN,VERB
"тогда Ниточка замерла, стала неподвижной,", словно ,плюшевая игрушка на рюкзаке школьника.  ,2003,нехудожественная,статья,"И тогда Ниточка замерла, стала неподвижной, словно плюшевая игрушка на рюкзаке школьника.   [Блуждающие кометы // «Театральная жизнь», 2003.04.28] [омонимия не снята]",ADJF,ADJF
Память, словно ,отшибло.  ,2003,нехудожественная,статья,"Память словно отшибло.   [Блуждающие кометы // «Театральная жизнь», 2003.04.28] [омонимия не снята]",NOUN,VERB
, Словно ,"молодой драчливый петушок, наскакивал он на ",2003,нехудожественная,статья,"Словно молодой драчливый петушок, наскакивал он на волшебника, не давая пройти.   [Блуждающие кометы // «Театральная жизнь», 2003.04.28] [омонимия не снята]",,NOUN
"немного подумав, безо всякого энтузиазма,", словно ,"бы желая поскорее отвязаться от меня, ",2003,нехудожественная,отзыв,"Тогда он также очень тихим и усталым голосом, немного подумав, безо всякого энтузиазма, словно бы желая поскорее отвязаться от меня, назначил время.   [Т. Салтыкова. По следам «Орфея», или заметки юных театралов // «Встреча» (Дубна), 2003.03.19] [омонимия не снята]",NOUN,PRCL
делал и вам не рекомендую., словно ,бы отрезал он.  ,2003,нехудожественная,отзыв,"делал и вам не рекомендую. словно бы отрезал он.   [Т. Салтыкова. По следам «Орфея», или заметки юных театралов // «Встреча» (Дубна), 2003.03.19] [омонимия не снята]",VERB,PRCL
"сам садился играть мои вещи,", словно ,"хотел прощупать их пальцами, но потом ",2003,нехудожественная,отзыв,"Как правило, он сначала сам садился играть мои вещи, словно хотел прощупать их пальцами, но потом его начинало многое не устраивать в моем тексте, и он усаживал меня самого продолжать играть начатое, чтобы, не отвлекаясь на частности, схватить общее впечатление.   [Т. Салтыкова. По следам «Орфея», или заметки юных театралов // «Встреча» (Дубна), 2003.03.19] [омонимия не снята]",ADJS,VERB
"близко поднося к глазам страницы,", словно ,впиваясь в каждую строчку.  ,2003,нехудожественная,отзыв,"Когда он изучал новые ноты, он делал это не просто с большим интересом, а, скорее, с потрясающей жадностью во взгляде, сняв свои бессменные затемненные очки, близко поднося к глазам страницы, словно впиваясь в каждую строчку.   [Т. Салтыкова. По следам «Орфея», или заметки юных театралов // «Встреча» (Дубна), 2003.03.19] [омонимия не снята]",NOUN,GRND
"бессонной ночи ― такое дивное утро,", словно ,"подарок покидающей землю душе, ― восторженно произнес ",2003,нехудожественная,отзыв,"Посмотрите, после такой ужасной, непогодной, бессонной ночи ― такое дивное утро, словно подарок покидающей землю душе, ― восторженно произнес он после некоторого молчания и глухо добавил: ― Сегодня почти не спал, задремал только в пять утра, в то время, когда принято умирать».   [Т. Салтыкова. По следам «Орфея», или заметки юных театралов // «Встреча» (Дубна), 2003.03.19] [омонимия не снята]",NOUN,NOUN
"взглядом, неуловимо носился по Москве,", словно ,проверяя ― « а не испортил ли москвичей ,2002,нехудожественная,статья,"Несколько дней дымного сентября бразилец в черной рубашке, черных джинсах, черной куртке, черных сапожках, седой бородкой и соответствующим лучистым взглядом, неуловимо носился по Москве, словно проверяя ― « а не испортил ли москвичей квартирный вопрос в начале XXI века?»    [Михаил Зайцев. Смерть в служебном кабинете // «Вечерняя Москва», 2002.10.10] [омонимия не снята]",NOUN,GRND
"читать молитву, провела по лицу,", словно ,умывалась.  ,2004,художественная,статья,"Сайера- апа, закончив читать молитву, провела по лицу, словно умывалась.   [Сергей Козлов. Волшебники-недоучки // «Боевое искусство планеты», 2004.03.11] [омонимия не снята]",NOUN,VERB
"И я заснула,", словно ,растворилась в этой бездне.  ,2004,художественная,статья,"И я заснула, словно растворилась в этой бездне.   [Сергей Козлов. Волшебники-недоучки // «Боевое искусство планеты», 2004.03.11] [омонимия не снята]",VERB,VERB
нему совершенно непонятное враждебное чувство., Словно ,он был всему виной.  ,2004,художественная,статья,"нему совершенно непонятное враждебное чувство. Словно он был всему виной.   [Сергей Козлов. Волшебники-недоучки // «Боевое искусство планеты», 2004.03.11] [омонимия не снята]",NOUN,NPRO
"противника, та и другая сторона", словно ,пытались выкорчевать из самых глубинных пластов ,2004,художественная,статья,"Уничтожая противника, та и другая сторона словно пытались выкорчевать из самых глубинных пластов сознания страх перед другими. [Сергей Козлов. Волшебники-недоучки // «Боевое искусство планеты», 2004.03.11] [омонимия не снята]",NOUN,VERB
И, словно ,в пандан к ним ― на просторной ,2004,нехудожественная,статья,"И словно в пандан к ним ― на просторной поляне, куда поднялась машина,  ― то там, то здесь виднеются такие же пронзительно желтые пятна цветущего адониса. [Сергей Козлов. Волшебники-недоучки // «Боевое искусство планеты», 2004.03.11] [омонимия не снята]",CONJ,PREP
