Left context;Center;Right context;Created;Sphere;Type;Full context;Left_context_POS;Right_context_POS
Обращаться с нами; как ;с людьми, не как с животными…  ;1905;художественная;рассказ;Обращаться с нами как с людьми, не как с животными…   [М. П. Арцыбашев. Ужас (1905)] [омонимия не снята];NPRO;PREP
Кант определяет пространство и время; как ;необходимые формы всякого познания, начиная от ;1904;художественная;повесть;2] В своей « Трансцендентальной эстетике» ( один из основных разделов « Критики чистого разума») Кант определяет пространство и время как необходимые формы всякого познания, начиная от элементарных восприятий и представлений. [М. П. Арцыбашев. Смерть Ланде (1904)] [омонимия не снята];NOUN;ADJF
едва Аполлон Аполлонович прошествовал мимо,; как ;два юрких лакейчика затараторили быстро.  ;1909;художественная;роман;Да ― по поводу Анны Петровны, или ( проще сказать) по поводу письма из Испании: едва Аполлон Аполлонович прошествовал мимо, как два юрких лакейчика затараторили быстро.   [Андрей Белый. Серебряный голубь (1909)] [омонимия не снята];ADVB;NUMR
Потом,; как ;я три класса кончил и похвальный ;1939;художественная;сказ;Потом, как я три класса кончил и похвальный лист принес, тятя этот лист на стенку повесил и другим показывал:    [П. П. Бажов. Серебряное копытце (1939)] [омонимия не снята];ADVB;NPRO
и повторяла, в то время; как ;я осыпал поцелуями дорогие для меня ;1945-1949;художественная;повесть;Она смотрела вдаль мягким задумчивым взглядом и повторяла, в то время как я осыпал поцелуями дорогие для меня ноги на низких каблуках: ― Не надо, не надо!    [П. П. Бажов. Дальнее ― близкое (1945-1949)] [омонимия не снята];NOUN;NPRO
тут эта витушка и подвернулась.; Как ;сейчас помню.;1922-1928;художественная;рассказ;тут эта витушка и подвернулась. Как сейчас помню. [И. Э. Бабель. Гюи де Мопассан (1922-1928)] [омонимия не снята];VERB;ADVB
Все помнят рассказ о том,; как ;голодный юноша- плотник отсосал у толстой ;1944-1947;нехудожественная;дневник, записные книжки, письмо;Все помнят рассказ о том, как голодный юноша- плотник отсосал у толстой кормилицы молоко, тяготившее ее. [П. П. Бажов. Отслоения дней (1944-1947)] [омонимия не снята];ADJF;ADJF
Здания синагог, старинная архитектура,; как ;все это берет меня за душу.  ;1928;художественная;роман;Здания синагог, старинная архитектура, как все это берет меня за душу.   [Константин Большаков. Бегство пленных, или История страданий и гибели поручика Тенгинского пехотного полка Михаила Лермонтова (1928)] [омонимия не снята];NOUN;ADJF
Оствальд характеризует закон причинности; как ;эквивалентное превращение одной или нескольких форм ;1931;нехудожественная;статья;Оствальд характеризует закон причинности как эквивалентное превращение одной или нескольких форм энергии, без которого ничто не может совершиться. [Н. В. Устрялов. Проблема прогресса (1931)] [омонимия не снята];NOUN;ADJF
; Как ;увидят на улице так и заведут:   ;1909;художественная;роман;Как увидят на улице так и заведут:    [Б. В. Савинков (В. Ропшин). Конь бледный (1909)] [омонимия не снята];;VERB
и не прошло и недели,; как ;административный аппарат во всей Германии перешел ;1923;художественная;роман;Через несколько дней после выборов имперское правительство стало повсюду назначать своих комиссаров, заведующих полицией и прочими ведомствами, и не прошло и недели, как административный аппарат во всей Германии перешел целиком имперскому министерству внутренних дел. [В. К. Арсеньев. Дерсу Узала (1923)] [омонимия не снята];NOUN;ADJF
дилетант, а ты художник настоящий.; Как ;сказать, Владимир Иваныч.;1929;нехудожественная;дневник, записные книжки;дилетант, а ты художник настоящий. Как сказать, Владимир Иваныч. [М. С. Бабушкин. Дневник зверобойной экспедиции (1929)] [омонимия не снята];ADJF;INFN
И то еще диво ―; как ;"по ступенькам на прибыль шли; сперва ";1909;нехудожественная;мемуары;"И то еще диво ― как по ступенькам на прибыль шли; сперва были по фунтику, потом больше да больше, а стать одна ― лапоток!    [Б. В. Савинков (В. Ропшин). Воспоминания террориста (1909)] [омонимия не снята]";NOUN;PREP
Пусть, дескать, русские знают,; как ;привозной мастер отличился.;1933;нехудожественная;статья;Пусть, дескать, русские знают, как привозной мастер отличился. [Н. В. Устрялов. Германский национал-социализм (1933)] [омонимия не снята];VERB;ADJF
Так; как ;я не в кадрах, то надо ;1901;нехудожественная;мемуары;Так как я не в кадрах, то надо было испросить разрешения на поездку у ЦК и пропуск у ГлавПУРККА. [И. В. Бабушкин. Воспоминания (1901)] [омонимия не снята];CONJ;NPRO
Все; как ;есть по вашему наученью устрою.;1955;нехудожественная;статья;Все как есть по вашему наученью устрою. [Г. В. Адамович. Борис Зайцев (1955)] [омонимия не снята];ADJF;INTJ
так раскричавшие на весь свет,; как ;я полагал, о расовых особенностях киевлян, ;1913;художественная;рассказ;Я извиняюсь перед киевлянами, что мог ранее думать так о них, но право же меня ввели в заблуждение господа союзники, так раскричавшие на весь свет, как я полагал, о расовых особенностях киевлян, сохранивших в недрах своих доисторическую привычку людоедства…   [А. А. Богданов. В борьбе за жизнь (1913)] [омонимия не снята];NOUN;NPRO
и выразительным голосом так же,; как ;и с его стройной, юношески гибкой ;1924;художественная;повесть;"Его глаза были настолько замаскированы очень темными очками, что я не знал даже их цвета; его голова была несколько непропорционально велика; черты его лица, красивые, но удивительно неподвижные и безжизненные, совершенно не гармонировали с его мягким и выразительным голосом так же, как и с его стройной, юношески гибкой фигурой. [Л. Н. Сейфуллина. Виринея (1924)] [омонимия не снята]";PRCL;CONJ
"Они мелькают перед Вейне;"; как ;глаза любопытных лесных гномиков, о которых ;1875;нехудожественная;лекция;"Они мелькают перед Вейне; как глаза любопытных лесных гномиков, о которых он читал в сказках.   [К. А. Тимирязев. Растение как источник силы (1875)] [омонимия не снята]";NOUN;NOUN
знаешь, явственно, что заневолю поверишь,; как ;он сказывать станет:   ;1937-1938-1973;нехудожественная;монография;И столь, знаешь, явственно, что заневолю поверишь, как он сказывать станет:    [М. М. Бахтин. Формы времени и хронотопа в романе (1937-1938-1973)] [омонимия не снята];VERB;NPRO
так тихо кругом, что слышно,; как ;недалеко шумит лес верхушками деревьев да ;1875;нехудожественная;лекция;Все затаили дыхание, и так тихо кругом, что слышно, как недалеко шумит лес верхушками деревьев да полощется в воздухе от ветра флаг. [К. А. Тимирязев. Растение как источник силы (1875)] [омонимия не снята];ADJS;ADVB
Было видно,; как ;дрожит у него в руке большой, ;1913-1914;художественная;роман;Было видно, как дрожит у него в руке большой, тяжелый казенный револьвер. [Андрей Белый. Петербург (1913-1914)] [омонимия не снята];CONJ;VERB
Тятеньку, дескать, покойного,; как ;он вовсе из сил выбился, сам ;1945;художественная;сказ;Тятеньку, дескать, покойного, как он вовсе из сил выбился, сам барин на волю отпустил. [П. П. Бажов. Алмазная спичка (1945)] [омонимия не снята];ADJF;NPRO
с « Марейкой- сукой» во главе; как ;будто специально старалась показать рабочему, куда ;1910-1912;художественная;роман;Раньше труд рабочих Турчаниновы разматывали по заграницам, потом перенесли мотовство в столицы, чтобы кончить эту свистопляску в Сысерти, где куча пьяных негодяев с « Марейкой- сукой» во главе как будто специально старалась показать рабочему, куда и на что уходят его пот, силы, здоровье.   [М. П. Арцыбашев. У последней черты (1910-1912)] [омонимия не снята];NOUN;CONJ
позы с таким поэтическим видом,; как ;будто он ими привык торговать.  ;1939;художественная;сказ;"штрипкой, в лиловых, таких безупречных носках из крученого шелка; фарфоровый профиль подняв и заплававши баками, планировал свои позы с таким поэтическим видом, как будто он ими привык торговать.   [П. П. Бажов. Тяжелая витушка (1939)] [омонимия не снята]";NOUN;CONJ
их, Ибн- Каль- дуна, увидите,; как ;отраженно влияла Берберия на самыя судьбы ;1923-1924;художественная;роман;"Тысячу лет развивается культ Магомета в Тунисии; берберы тесно вплелись в мусульманство; читайте историка их, Ибн- Каль- дуна, увидите, как отраженно влияла Берберия на самыя судьбы арабства; самая Мавритания вскормлена соками их благородной крови; что вспоило Альгамбру, чем ныне пленяется взор в Альказаре, то создано ритмами берберской жизни, взволнованными голосом Августиновых дум; и потом расходившимися в мысленных ритмах Аверроэсовой мудрости; без существенных импульсов [Б. В. Савинков (В. Ропшин). Конь вороной (1923-1924)] [омонимия не снята]";VERB;ADJS
Попробуй перевесить земной шар», -; как ;бы ему в ответ запротестовали все.;1901;художественная;повесть;Попробуй перевесить земной шар», - как бы ему в ответ запротестовали все. [Андрей Белый. Симфония (1901)] [омонимия не снята];NOUN;PRCL
оказывается глубочайшим расщепом души, дробящим,; как ;меч, всякую цельность жизни.;1947;нехудожественная;статья;Тайна пушкинской цельности оказывается глубочайшим расщепом души, дробящим, как меч, всякую цельность жизни. [А. В. Арциховский. Основные вопросы археологии Москвы (1947)] [омонимия не снята];ADJF;NOUN
; Как ;при ударе стали о кремень проявляются ;1938;нехудожественная;монография;Как при ударе стали о кремень проявляются теплота и свет, так и при ударе частиц кислорода воздуха о частицы углерода и водорода, из которых состоит наш светильный газ или наш керосин, развиваются теплота и свет, наблюдаемые в их пламени. [Е. З. Барсуков. Русская артиллерия в мировую войну (1938)] [омонимия не снята];;PREP
; Как ;прекрасно очерчена эта область в еще ;1947;нехудожественная;статья;Как прекрасно очерчена эта область в еще только наметившемся абрисе творчества Брюсова ― на страницах « Tertia vigilia». [А. В. Арциховский. Основные вопросы археологии Москвы (1947)] [омонимия не снята];;ADVB
Мы; как ;сонные колодники, ― из тюрьмы да в ;1938;художественная;сказ;Мы как сонные колодники, ― из тюрьмы да в зеленый лес, ― заговорил Сверчок. [П. П. Бажов. Каменный цветок (1938)] [омонимия не снята];NPRO;ADJF
Мастеру Швецову сказывали,; как ;аносовский булат по всему свету гремит.;1923-1958;художественная;рассказ, сказка;Мастеру Швецову сказывали, как аносовский булат по всему свету гремит. [В. В. Бианки. Лесные были и небылицы (1923-1958)] [омонимия не снята];VERB;ADJF
Он шагал неслышно, проплывая,; как ;тень.  ;1904-1908;нехудожественная;статья;Он шагал неслышно, проплывая, как тень.   [Андрей Белый. Бальмонт (1904-1908)] [омонимия не снята];GRND;NOUN
"резьбу; только поперечные штрихи намечают"; как ;бы седло, увеличивая сходство с народными « ;1912;нехудожественная;статья;"Фактура и стиль резьбы также несравнимы с владимирскими, ― фигура почти лишена дополнительной разделки и своей ровной округлостью напоминает народную деревянную резьбу; только поперечные штрихи намечают как бы седло, увеличивая сходство с народными « кониками». [Андрей Белый. Лев Толстой и культура (1912)] [омонимия не снята]";VERB;PRCL
Нева, светлая, ясная, спокойная,; как ;небо.;1938;художественная;сказ;Нева, светлая, ясная, спокойная, как небо. [П. П. Бажов. Каменный цветок (1938)] [омонимия не снята];ADJF;NOUN
Сережа побагровел,; как ;тогда, когда говорил в казарме.;1913-1914;художественная;роман;Сережа побагровел, как тогда, когда говорил в казарме. [Андрей Белый. Петербург (1913-1914)] [омонимия не снята];VERB;ADVB
выгораживать стали своих- то, кто; как ;мог.;1937;художественная;сказ;Отцам- матерям тоже не сладко родного дитенка на зряшную муку отдавать, ― выгораживать стали своих- то, кто как мог. [П. П. Бажов. Марков камень (1937)] [омонимия не снята];NPRO;VERB
теплотой и химическим сродством, так; как ;это нечувствительно вернет нас к поставленному ;1938;нехудожественная;монография;Остановимся некоторое время над соотношением между теплотой и химическим сродством, так как это нечувствительно вернет нас к поставленному нами вопросу. [Е. З. Барсуков. Русская артиллерия в мировую войну (1938)] [омонимия не снята];CONJ;PRCL
Толстая,; как ;у негра, верхняя губа его скуластого ;1938;художественная;сказ;Толстая, как у негра, верхняя губа его скуластого лица дрожала, ясные глаза потемнели. [П. П. Бажов. Каменный цветок (1938)] [омонимия не снята];NOUN;PREP
и критицизма, мы становимся мудрыми,; как ;змеи, и незлобивыми, как голуби.;1931;нехудожественная;статья;Символизм без критицизма и критицизм без символизма охватывали бы мир однобоко: пройдя сквозь призмы символизма и критицизма, мы становимся мудрыми, как змеи, и незлобивыми, как голуби. [Н. В. Устрялов. Проблема прогресса (1931)] [омонимия не снята];ADJF;NOUN
С угора вся лощина; как ;на ладони.;1937;художественная;сказ;С угора вся лощина как на ладони. [П. П. Бажов. Сочневы камешки (1937)] [омонимия не снята];NOUN;PREP
Все подавлены и; как ;раз с утра поголовная трудмобилизация на ;1926;художественная;роман;Все подавлены и как раз с утра поголовная трудмобилизация на уборку снега. [Андрей Белый. Москва. Часть 2. Москва под ударом (1926)] [омонимия не снята];CONJ;NOUN
сказать, ― пожалуй, после успеньева дня?..; Как ;же это так?..;1937;нехудожественная;дневник, записные книжки;сказать, ― пожалуй, после успеньева дня?.. Как же это так?.. [М. С. Бабушкин. Дневник (1937)] [омонимия не снята];NOUN;PRCL
набросились мы на хорошие слова,; как ;воробей на просо.;1904;нехудожественная;статья;Ну, разумеется, набросились мы на хорошие слова, как воробей на просо. [Андрей Белый. Критицизм и символизм (1904)] [омонимия не снята];NOUN;NOUN
Все нормально?; Как ;будет дальше?   ;1901;нехудожественная;мемуары;Все нормально? Как будет дальше?    [И. В. Бабушкин. Воспоминания (1901)] [омонимия не снята];ADJS;VERB
дверями, сходились в кучки, расходились; как ;бы в ссоре, стремительно жестикулировали, кричали, ;1908;художественная;рассказ;Они расплывались в сумраке, ярко вырисовывались перед освещенными дверями, сходились в кучки, расходились как бы в ссоре, стремительно жестикулировали, кричали, смеялись и ругались. [А. А. Богданов. Провокация (1908)] [омонимия не снята];VERB;PRCL
Только раз поп не стерпел:; как ;"пришел домой, засел строчить донос; строчил, ";1930;художественная;мемуары;"Только раз поп не стерпел: как пришел домой, засел строчить донос; строчил, строчил ― ну и настрочил же: будто придерживается заноза неведомого вероисповедания и с кавказскими молоканами в сношение- де вступить намерена для ниспровержения предержащих властей; оттого- де и социалистка; и ребят не учит, а все только пакостью занимается, чему свидетель он, настоятель целебеевского храма. [Андрей Белый. Начало века (1930)] [омонимия не снята]";VERB;VERB
; Как ;вы на своей лекции очень уразумительно ;1904;нехудожественная;статья;Как вы на своей лекции очень уразумительно трудовое положение объяснили, то позвольте мне, неученому, по этому предмету еще с вами побеседовать. [Андрей Белый. Критицизм и символизм (1904)] [омонимия не снята];;NPRO
Государство имеет смысл лишь; как ;организация расы, способствующая ее сохранению, также ;1923;художественная;роман;Государство имеет смысл лишь как организация расы, способствующая ее сохранению, также развитию ее культурных творческих сил. [В. К. Арсеньев. Дерсу Узала (1923)] [омонимия не снята];PRCL;NOUN
был застенчивый юноша, белокурый, голубоглазый,; как ;херувим, с пухлыми розовыми губами и ;1937;художественная;очерк, цикл;Это был застенчивый юноша, белокурый, голубоглазый, как херувим, с пухлыми розовыми губами и нежными шелковистыми усиками, чуть-чуть видневшимися над верхней губой. [В. К. Арсеньев. В горах Сихотэ-Алиня (1937)] [омонимия не снята];ADJF;NOUN
в столице, учится и работает; как ;художник.  ;1925;художественная;рассказ;Воображение стало рисовать ему, что вот он уже в столице, учится и работает как художник.   [А. А. Богданов. Тайга разбужена (1925)] [омонимия не снята];VERB;NOUN
Науку он свою рассматривал,; как ;"майорат; и ему не перечили: и ";1913;художественная;рассказ;"Науку он свою рассматривал, как майорат; и ему не перечили: и про него говорили, что он ― максимальный термометр науки.   [А. А. Богданов. Акриды (1913)] [омонимия не снята]";VERB;NOUN
